,fecha,comunidad_autonoma,tmed,tmax,velmedia,sol,generation,inst_Solar_térmica
21078,2018-03-17,ANDALUCIA,9.972,13.249,5.488,1.0,360.572,1000.02
21083,2018-03-17,CASTILLA-LA MANCHA,5.478,8.7,4.674,1.0,110.105,349.4
21084,2018-03-17,CATALUNA,7.614,12.767,2.19,2.0,23.534,24.29
21087,2018-03-17,COMUNITAT VALENCIANA,10.074,14.28,3.847,2.0,18.491,49.9
21088,2018-03-17,EXTREMADURA,8.866,11.808,4.746,1.0,321.069,849.0
21095,2018-03-17,REGION DE MURCIA,11.78,17.61,4.622,3.0,8.405,31.4
21096,2018-03-18,ANDALUCIA,10.932,14.087,3.266,2.0,1719.011,1000.02
21101,2018-03-18,CASTILLA-LA MANCHA,6.841,11.653,3.18,4.0,524.919,349.4
21102,2018-03-18,CATALUNA,7.926,13.542,3.54,4.0,112.197,24.29
21105,2018-03-18,COMUNITAT VALENCIANA,11.237,16.081,4.161,3.0,88.154,49.9
21106,2018-03-18,EXTREMADURA,10.034,14.467,3.276,4.0,1530.681,849.0
21113,2018-03-18,REGION DE MURCIA,11.8,16.4,3.111,3.0,40.07,31.4
21114,2018-03-19,ANDALUCIA,10.756,14.36,4.773,2.0,881.668,1000.02
21119,2018-03-19,CASTILLA-LA MANCHA,5.089,9.173,5.164,2.0,269.227,349.4
21120,2018-03-19,CATALUNA,7.514,13.692,2.433,3.0,57.545,24.29
21123,2018-03-19,COMUNITAT VALENCIANA,10.039,15.861,4.228,2.0,45.214,49.9
21124,2018-03-19,EXTREMADURA,9.625,14.325,5.198,2.0,785.075,849.0
21131,2018-03-19,REGION DE MURCIA,12.13,18.62,3.9,3.0,20.552,31.4
21132,2018-03-20,ANDALUCIA,8.432,12.619,4.003,4.0,4828.956,1000.02
21137,2018-03-20,CASTILLA-LA MANCHA,3.474,7.368,4.562,2.0,1474.576,349.4
21138,2018-03-20,CATALUNA,6.73,12.35,4.2,4.0,315.177,24.29
21141,2018-03-20,COMUNITAT VALENCIANA,7.807,11.942,5.283,4.0,247.639,49.9
21142,2018-03-20,EXTREMADURA,8.083,12.725,4.434,5.0,4299.909,849.0
21149,2018-03-20,REGION DE MURCIA,10.44,14.42,5.033,4.0,112.563,31.4
21150,2018-03-21,ANDALUCIA,8.344,13.528,3.72,5.0,8779.645,1000.02
21155,2018-03-21,CASTILLA-LA MANCHA,4.731,10.812,4.504,5.0,2680.964,349.4
21156,2018-03-21,CATALUNA,6.244,11.708,4.529,5.0,573.03,24.29
21159,2018-03-21,COMUNITAT VALENCIANA,7.72,13.035,4.253,5.0,450.238,49.9
21160,2018-03-21,EXTREMADURA,7.925,14.425,3.092,5.0,7817.772,849.0
21167,2018-03-21,REGION DE MURCIA,9.7,14.94,3.856,5.0,204.654,31.4
21168,2018-03-22,ANDALUCIA,9.007,14.89,3.236,5.0,10334.986,1000.02
21173,2018-03-22,CASTILLA-LA MANCHA,5.054,12.525,3.178,5.0,3155.905,349.4
21174,2018-03-22,CATALUNA,7.063,14.418,3.219,5.0,674.545,24.29
21177,2018-03-22,COMUNITAT VALENCIANA,8.289,14.532,3.328,5.0,529.999,49.9
21178,2018-03-22,EXTREMADURA,8.742,16.142,2.716,5.0,9202.715,849.0
21185,2018-03-22,REGION DE MURCIA,9.68,15.38,3.489,5.0,240.909,31.4
21186,2018-03-23,ANDALUCIA,9.479,13.595,3.671,2.0,1583.218,1000.02
21191,2018-03-23,CASTILLA-LA MANCHA,7.175,13.26,3.63,2.0,483.454,349.4
21192,2018-03-23,CATALUNA,10.06,17.425,2.906,4.0,103.334,24.29
21195,2018-03-23,COMUNITAT VALENCIANA,12.877,19.433,4.567,3.0,81.191,49.9
21196,2018-03-23,EXTREMADURA,8.942,12.8,3.75,1.0,1409.765,849.0
21203,2018-03-23,REGION DE MURCIA,13.09,20.65,4.022,3.0,36.905,31.4
21204,2018-03-24,ANDALUCIA,10.581,14.138,6.277,4.0,3381.416,1000.02
21209,2018-03-24,CASTILLA-LA MANCHA,6.04,10.112,6.047,3.0,1032.554,349.4
21210,2018-03-24,CATALUNA,7.021,9.272,3.927,1.0,220.698,24.29
21213,2018-03-24,COMUNITAT VALENCIANA,11.267,15.208,7.155,4.0,173.406,49.9
21214,2018-03-24,EXTREMADURA,9.158,13.692,6.515,5.0,3010.958,849.0
21221,2018-03-24,REGION DE MURCIA,13.06,16.64,7.278,4.0,78.821,31.4
21222,2018-03-25,ANDALUCIA,10.415,14.242,3.189,2.0,2154.329,1000.02
21227,2018-03-25,CASTILLA-LA MANCHA,7.1,11.37,2.91,3.0,657.849,349.4
21228,2018-03-25,CATALUNA,8.836,12.823,1.879,2.0,140.609,24.29
21231,2018-03-25,COMUNITAT VALENCIANA,11.208,15.614,3.181,3.0,110.478,49.9
21232,2018-03-25,EXTREMADURA,10.692,15.142,3.492,4.0,1918.307,849.0
21239,2018-03-25,REGION DE MURCIA,13.06,17.42,3.433,3.0,50.217,31.4
21240,2018-03-26,ANDALUCIA,11.38,17.501,2.495,5.0,9157.534,1000.02
21245,2018-03-26,CASTILLA-LA MANCHA,7.948,14.543,3.028,5.0,2796.357,349.4
21246,2018-03-26,CATALUNA,9.822,15.834,3.052,4.0,597.695,24.29
21249,2018-03-26,COMUNITAT VALENCIANA,11.544,17.85,4.022,5.0,469.617,49.9
21250,2018-03-26,EXTREMADURA,10.842,17.783,2.566,5.0,8154.261,849.0
21257,2018-03-26,REGION DE MURCIA,13.81,19.88,3.356,5.0,213.462,31.4
21258,2018-03-27,ANDALUCIA,14.382,21.387,2.137,5.0,11184.266,1000.02
21263,2018-03-27,CASTILLA-LA MANCHA,11.457,19.688,2.749,5.0,3415.242,349.4
21264,2018-03-27,CATALUNA,10.646,17.722,2.825,4.0,729.975,24.29
21267,2018-03-27,COMUNITAT VALENCIANA,14.345,22.065,3.133,5.0,573.552,49.9
21268,2018-03-27,EXTREMADURA,14.625,23.025,2.264,5.0,9958.95,849.0
21275,2018-03-27,REGION DE MURCIA,16.48,24.43,3.044,5.0,260.705,31.4
21276,2018-03-28,ANDALUCIA,15.395,22.65,2.26,5.0,11228.89,1000.02
21281,2018-03-28,CASTILLA-LA MANCHA,12.982,21.626,3.235,5.0,3428.868,349.4
21282,2018-03-28,CATALUNA,14.118,21.099,2.448,5.0,732.888,24.29
21285,2018-03-28,COMUNITAT VALENCIANA,18.112,26.113,3.189,5.0,575.84,49.9
21286,2018-03-28,EXTREMADURA,14.509,21.792,3.366,5.0,9998.685,849.0
21293,2018-03-28,REGION DE MURCIA,17.54,25.16,2.311,5.0,261.746,31.4
21294,2018-03-29,ANDALUCIA,13.327,17.931,3.673,4.0,6790.169,1000.02
21299,2018-03-29,CASTILLA-LA MANCHA,10.846,16.196,4.091,5.0,2073.455,349.4
21300,2018-03-29,CATALUNA,12.82,17.401,2.498,4.0,443.181,24.29
21303,2018-03-29,COMUNITAT VALENCIANA,15.863,21.517,2.717,5.0,348.214,49.9
21304,2018-03-29,EXTREMADURA,10.933,15.192,4.384,5.0,6046.258,849.0
21311,2018-03-29,REGION DE MURCIA,16.53,22.59,2.1,3.0,158.279,31.4
21312,2018-03-30,ANDALUCIA,11.309,14.706,5.122,3.0,2543.205,1000.02
21317,2018-03-30,CASTILLA-LA MANCHA,7.532,11.445,5.558,3.0,776.596,349.4
21318,2018-03-30,CATALUNA,11.022,16.836,2.719,4.0,165.99,24.29
21321,2018-03-30,COMUNITAT VALENCIANA,12.951,18.094,4.511,4.0,130.421,49.9
21322,2018-03-30,EXTREMADURA,9.464,13.084,5.432,3.0,2264.579,849.0
21329,2018-03-30,REGION DE MURCIA,14.13,19.5,4.278,4.0,59.282,31.4
21330,2018-03-31,ANDALUCIA,11.648,16.42,3.415,5.0,7491.29,1000.02
21335,2018-03-31,CASTILLA-LA MANCHA,7.834,13.075,4.799,5.0,2287.55,349.4
21336,2018-03-31,CATALUNA,9.437,14.786,4.725,4.0,488.942,24.29
21339,2018-03-31,COMUNITAT VALENCIANA,12.29,17.79,6.253,5.0,384.169,49.9
21340,2018-03-31,EXTREMADURA,10.367,15.667,3.484,5.0,6670.566,849.0
21347,2018-03-31,REGION DE MURCIA,14.19,19.26,4.522,5.0,174.622,31.4
21348,2018-04-01,ANDALUCIA,13.34,20.726,2.908,5.0,7128.91,1000.02
21353,2018-04-01,CASTILLA-LA MANCHA,10.057,18.616,2.31,5.0,1774.832,349.4
21354,2018-04-01,CATALUNA,9.368,16.762,2.514,5.0,207.064,24.29
21357,2018-04-01,COMUNITAT VALENCIANA,12.024,18.542,2.697,5.0,310.596,49.9
21358,2018-04-01,EXTREMADURA,12.875,20.067,2.706,5.0,5220.965,849.0
21365,2018-04-01,REGION DE MURCIA,13.28,20.47,2.544,5.0,147.903,31.4
21366,2018-04-02,ANDALUCIA,14.679,20.059,3.122,4.0,5695.764,1000.02
21371,2018-04-02,CASTILLA-LA MANCHA,12.73,19.866,3.253,4.0,1418.032,349.4
21372,2018-04-02,CATALUNA,11.825,17.438,2.438,3.0,165.437,24.29
21375,2018-04-02,COMUNITAT VALENCIANA,12.642,18.005,2.419,3.0,248.156,49.9
21376,2018-04-02,EXTREMADURA,14.117,19.15,2.886,3.0,4171.379,849.0
21383,2018-04-02,REGION DE MURCIA,14.98,20.63,1.722,3.0,118.169,31.4
21384,2018-04-03,ANDALUCIA,15.402,19.651,3.775,4.0,3594.49,1000.02
21389,2018-04-03,CASTILLA-LA MANCHA,12.953,17.334,5.169,3.0,894.894,349.4
21390,2018-04-03,CATALUNA,13.476,18.858,2.333,4.0,104.404,24.29
21393,2018-04-03,COMUNITAT VALENCIANA,14.94,22.051,2.575,5.0,156.606,49.9
21394,2018-04-03,EXTREMADURA,13.858,18.266,5.55,3.0,2632.479,849.0
21401,2018-04-03,REGION DE MURCIA,16.15,22.79,2.567,5.0,74.574,31.4
21402,2018-04-04,ANDALUCIA,14.307,19.104,3.556,5.0,5855.645,1000.02
21407,2018-04-04,CASTILLA-LA MANCHA,10.547,14.972,5.037,3.0,1457.837,349.4
21408,2018-04-04,CATALUNA,14.016,20.213,3.202,5.0,170.081,24.29
21411,2018-04-04,COMUNITAT VALENCIANA,15.689,21.354,4.333,5.0,255.121,49.9
21412,2018-04-04,EXTREMADURA,12.95,17.417,4.748,4.0,4288.47,849.0
21419,2018-04-04,REGION DE MURCIA,16.43,22.84,3.778,5.0,121.486,31.4
21420,2018-04-05,ANDALUCIA,15.065,22.784,2.696,5.0,8104.546,1000.02
21425,2018-04-05,CASTILLA-LA MANCHA,11.767,20.255,1.974,5.0,2017.729,349.4
21426,2018-04-05,CATALUNA,12.952,19.448,2.502,5.0,235.402,24.29
21429,2018-04-05,COMUNITAT VALENCIANA,14.893,20.863,2.847,5.0,353.103,49.9
21430,2018-04-05,EXTREMADURA,13.15,20.925,2.098,5.0,5935.487,849.0
21437,2018-04-05,REGION DE MURCIA,15.65,22.57,2.689,5.0,168.144,31.4
21438,2018-04-06,ANDALUCIA,16.151,21.597,3.124,4.0,3758.449,1000.02
21443,2018-04-06,CASTILLA-LA MANCHA,13.816,20.628,2.921,3.0,935.713,349.4
21444,2018-04-06,CATALUNA,12.497,18.826,2.348,4.0,109.167,24.29
21447,2018-04-06,COMUNITAT VALENCIANA,13.827,18.582,3.292,3.0,163.75,49.9
21448,2018-04-06,EXTREMADURA,14.642,21.458,3.975,5.0,2752.557,849.0
21455,2018-04-06,REGION DE MURCIA,15.75,20.25,3.2,2.0,77.976,31.4
21456,2018-04-07,ANDALUCIA,12.177,15.47,3.593,2.0,716.485,1000.02
21461,2018-04-07,CASTILLA-LA MANCHA,9.17,12.313,2.495,1.0,178.378,349.4
21462,2018-04-07,CATALUNA,13.364,16.612,4.244,2.0,20.811,24.29
21465,2018-04-07,COMUNITAT VALENCIANA,12.971,16.244,2.922,1.0,31.216,49.9
21466,2018-04-07,EXTREMADURA,11.775,15.508,2.633,2.0,524.729,849.0
21473,2018-04-07,REGION DE MURCIA,14.49,19.37,2.122,1.0,14.865,31.4
21474,2018-04-08,ANDALUCIA,12.113,16.29,4.426,4.0,2567.501,1000.02
21479,2018-04-08,CASTILLA-LA MANCHA,9.064,13.239,3.939,3.0,639.212,349.4
21480,2018-04-08,CATALUNA,10.754,13.473,2.454,1.0,74.575,24.29
21483,2018-04-08,COMUNITAT VALENCIANA,13.049,18.402,4.119,5.0,111.862,49.9
21484,2018-04-08,EXTREMADURA,11.25,16.183,4.483,3.0,1880.348,849.0
21491,2018-04-08,REGION DE MURCIA,13.93,20.11,3.722,5.0,53.268,31.4
21492,2018-04-09,ANDALUCIA,10.683,14.687,4.193,5.0,3247.352,1000.02
21497,2018-04-09,CASTILLA-LA MANCHA,6.182,9.115,4.982,2.0,808.469,349.4
21498,2018-04-09,CATALUNA,11.342,17.154,3.117,4.0,94.321,24.29
21501,2018-04-09,COMUNITAT VALENCIANA,12.37,17.651,4.167,5.0,141.482,49.9
21502,2018-04-09,EXTREMADURA,7.616,10.384,4.708,1.0,2378.247,849.0
21509,2018-04-09,REGION DE MURCIA,13.7,19.06,4.656,5.0,67.372,31.4
21510,2018-04-10,ANDALUCIA,10.027,13.383,5.236,1.0,501.468,1000.02
21515,2018-04-10,CASTILLA-LA MANCHA,5.258,7.874,4.568,1.0,124.847,349.4
21516,2018-04-10,CATALUNA,9.197,14.142,2.904,3.0,14.565,24.29
21519,2018-04-10,COMUNITAT VALENCIANA,10.982,15.742,3.539,2.0,21.848,49.9
21520,2018-04-10,EXTREMADURA,8.684,11.358,5.944,1.0,367.258,849.0
21527,2018-04-10,REGION DE MURCIA,12.43,17.65,4.389,3.0,10.404,31.4
21528,2018-04-11,ANDALUCIA,10.693,14.987,5.791,5.0,4533.138,1000.02
21533,2018-04-11,CASTILLA-LA MANCHA,5.503,8.863,5.894,2.0,1128.582,349.4
21534,2018-04-11,CATALUNA,8.758,12.05,2.783,2.0,131.668,24.29
21537,2018-04-11,COMUNITAT VALENCIANA,9.295,12.619,5.578,2.0,197.502,49.9
21538,2018-04-11,EXTREMADURA,9.758,14.892,5.35,5.0,3319.912,849.0
21545,2018-04-11,REGION DE MURCIA,12.19,17.44,5.6,4.0,94.048,31.4
21546,2018-04-12,ANDALUCIA,10.863,14.106,3.446,1.0,918.512,1000.02
21551,2018-04-12,CASTILLA-LA MANCHA,7.791,11.152,3.47,2.0,228.675,349.4
21552,2018-04-12,CATALUNA,10.08,15.817,2.267,3.0,26.679,24.29
21555,2018-04-12,COMUNITAT VALENCIANA,13.932,18.937,3.825,4.0,40.018,49.9
21556,2018-04-12,EXTREMADURA,9.074,11.322,3.566,1.0,672.686,849.0
21563,2018-04-12,REGION DE MURCIA,15.05,19.91,3.289,4.0,19.056,31.4
21564,2018-04-13,ANDALUCIA,10.805,15.033,2.634,3.0,2226.659,1000.02
21569,2018-04-13,CASTILLA-LA MANCHA,8.251,13.391,1.882,3.0,554.355,349.4
21570,2018-04-13,CATALUNA,10.266,13.69,2.083,1.0,64.675,24.29
21573,2018-04-13,COMUNITAT VALENCIANA,13.101,17.938,2.542,5.0,97.012,49.9
21574,2018-04-13,EXTREMADURA,11.133,15.784,2.133,3.0,1630.728,849.0
21581,2018-04-13,REGION DE MURCIA,13.32,18.62,2.567,4.0,46.196,31.4
21582,2018-04-14,ANDALUCIA,12.56,19.006,2.701,5.0,8175.772,1000.02
21587,2018-04-14,CASTILLA-LA MANCHA,9.474,17.101,2.304,5.0,2035.462,349.4
21588,2018-04-14,CATALUNA,10.893,13.67,2.021,1.0,237.471,24.29
21591,2018-04-14,COMUNITAT VALENCIANA,12.494,17.574,3.844,4.0,356.206,49.9
21592,2018-04-14,EXTREMADURA,12.475,19.008,2.417,5.0,5987.651,849.0
21599,2018-04-14,REGION DE MURCIA,14.59,21.4,3.05,5.0,169.622,31.4
21600,2018-04-15,ANDALUCIA,13.84,18.334,3.221,3.0,2035.934,1000.02
21605,2018-04-15,CASTILLA-LA MANCHA,11.114,17.057,3.424,3.0,506.871,349.4
21606,2018-04-15,CATALUNA,15.008,21.342,2.577,5.0,59.135,24.29
21609,2018-04-15,COMUNITAT VALENCIANA,15.968,23.815,3.428,5.0,88.703,49.9
21610,2018-04-15,EXTREMADURA,12.025,15.517,2.992,1.0,1491.047,849.0
21617,2018-04-15,REGION DE MURCIA,16.09,23.97,3.233,5.0,42.239,31.4
21618,2018-04-16,ANDALUCIA,13.858,18.612,2.977,5.0,7326.285,1000.02
21623,2018-04-16,CASTILLA-LA MANCHA,10.965,15.827,3.572,4.0,1823.971,349.4
21624,2018-04-16,CATALUNA,13.202,16.931,2.462,1.0,212.797,24.29
21627,2018-04-16,COMUNITAT VALENCIANA,14.624,19.024,4.058,3.0,319.195,49.9
21628,2018-04-16,EXTREMADURA,12.117,17.834,2.65,5.0,5365.516,849.0
21635,2018-04-16,REGION DE MURCIA,17.13,22.71,4.0,5.0,151.998,31.4
21636,2018-04-17,ANDALUCIA,15.722,23.252,2.13,5.0,11669.493,1000.02
21641,2018-04-17,CASTILLA-LA MANCHA,13.108,22.156,1.403,5.0,2905.268,349.4
21642,2018-04-17,CATALUNA,15.514,22.748,2.177,5.0,338.948,24.29
21645,2018-04-17,COMUNITAT VALENCIANA,15.792,22.813,2.308,5.0,508.422,49.9
21646,2018-04-17,EXTREMADURA,14.497,22.664,1.529,5.0,8546.33,849.0
21653,2018-04-17,REGION DE MURCIA,16.67,23.16,2.122,5.0,242.106,31.4
21654,2018-04-18,ANDALUCIA,17.409,24.489,2.612,5.0,12702.9,1000.02
21659,2018-04-18,CASTILLA-LA MANCHA,15.945,24.338,2.641,5.0,3162.548,349.4
21660,2018-04-18,CATALUNA,16.704,23.998,1.79,5.0,368.964,24.29
21663,2018-04-18,COMUNITAT VALENCIANA,15.883,22.575,2.361,5.0,553.446,49.9
21664,2018-04-18,EXTREMADURA,17.917,26.15,2.026,5.0,9303.161,849.0
21671,2018-04-18,REGION DE MURCIA,16.72,23.6,2.489,5.0,263.546,31.4
21672,2018-04-19,ANDALUCIA,17.436,23.748,3.692,5.0,12917.481,1000.02
21677,2018-04-19,CASTILLA-LA MANCHA,15.563,22.645,3.643,5.0,3215.97,349.4
21678,2018-04-19,CATALUNA,16.302,22.281,2.14,5.0,375.197,24.29
21681,2018-04-19,COMUNITAT VALENCIANA,14.574,19.625,2.981,5.0,562.795,49.9
21682,2018-04-19,EXTREMADURA,18.567,24.984,2.99,5.0,9460.313,849.0
21689,2018-04-19,REGION DE MURCIA,15.89,21.72,3.7,5.0,267.998,31.4
21690,2018-04-20,ANDALUCIA,17.175,21.932,4.508,5.0,9340.159,1000.02
21695,2018-04-20,CASTILLA-LA MANCHA,14.614,20.41,4.893,5.0,2325.351,349.4
21696,2018-04-20,CATALUNA,15.598,21.973,1.883,5.0,271.291,24.29
21699,2018-04-20,COMUNITAT VALENCIANA,14.877,19.18,3.361,5.0,406.936,49.9
21700,2018-04-20,EXTREMADURA,17.916,23.25,4.621,5.0,6840.407,849.0
21707,2018-04-20,REGION DE MURCIA,17.05,20.47,4.578,3.0,193.779,31.4
21708,2018-04-21,ANDALUCIA,17.714,22.072,3.447,2.0,398.498,1000.02
21713,2018-04-21,CASTILLA-LA MANCHA,14.6,21.138,3.404,3.0,99.211,349.4
21714,2018-04-21,CATALUNA,16.212,23.377,2.167,5.0,11.575,24.29
21717,2018-04-21,COMUNITAT VALENCIANA,15.181,20.479,2.736,3.0,17.362,49.9
21718,2018-04-21,EXTREMADURA,15.892,18.867,3.514,1.0,291.846,849.0
21725,2018-04-21,REGION DE MURCIA,17.52,22.74,4.022,4.0,8.268,31.4
21726,2018-04-22,ANDALUCIA,18.848,24.502,2.375,4.0,2117.774,1000.02
21731,2018-04-22,CASTILLA-LA MANCHA,16.357,23.318,3.264,4.0,527.247,349.4
21732,2018-04-22,CATALUNA,17.002,23.639,2.192,4.0,61.512,24.29
21735,2018-04-22,COMUNITAT VALENCIANA,16.919,22.314,2.75,5.0,92.268,49.9
21736,2018-04-22,EXTREMADURA,17.575,22.575,2.78,3.0,1550.984,849.0
21743,2018-04-22,REGION DE MURCIA,18.83,24.04,3.989,5.0,43.937,31.4
21744,2018-04-23,ANDALUCIA,19.825,25.264,2.697,3.0,2346.3,1000.02
21749,2018-04-23,CASTILLA-LA MANCHA,17.323,23.298,2.823,3.0,584.141,349.4
21750,2018-04-23,CATALUNA,16.614,22.148,1.544,3.0,68.15,24.29
21753,2018-04-23,COMUNITAT VALENCIANA,18.694,24.342,3.156,5.0,102.225,49.9
21754,2018-04-23,EXTREMADURA,19.85,25.45,2.862,4.0,1718.349,849.0
21761,2018-04-23,REGION DE MURCIA,20.53,25.56,4.233,4.0,48.678,31.4
21762,2018-04-24,ANDALUCIA,20.16,25.412,2.735,5.0,3041.533,1000.02
21767,2018-04-24,CASTILLA-LA MANCHA,18.055,24.892,3.35,4.0,757.228,349.4
21768,2018-04-24,CATALUNA,18.123,25.245,1.702,5.0,88.343,24.29
21771,2018-04-24,COMUNITAT VALENCIANA,18.505,23.676,3.931,4.0,132.515,49.9
21772,2018-04-24,EXTREMADURA,20.45,25.617,2.445,4.0,2227.513,849.0
21779,2018-04-24,REGION DE MURCIA,21.09,25.38,5.033,5.0,63.102,31.4
21780,2018-04-25,ANDALUCIA,18.172,22.887,1.998,3.0,5158.877,1000.02
21785,2018-04-25,CASTILLA-LA MANCHA,17.43,25.368,2.904,5.0,1284.368,349.4
21786,2018-04-25,CATALUNA,18.738,26.127,1.971,5.0,149.843,24.29
21789,2018-04-25,COMUNITAT VALENCIANA,17.508,22.599,2.522,3.0,224.764,49.9
21790,2018-04-25,EXTREMADURA,20.708,28.642,1.98,5.0,3778.182,849.0
21797,2018-04-25,REGION DE MURCIA,18.02,20.71,2.344,1.0,107.031,31.4
21798,2018-04-26,ANDALUCIA,18.471,23.813,2.075,4.0,7366.27,1000.02
21803,2018-04-26,CASTILLA-LA MANCHA,17.401,25.51,1.994,5.0,1833.926,349.4
21804,2018-04-26,CATALUNA,17.731,23.475,2.692,5.0,213.958,24.29
21807,2018-04-26,COMUNITAT VALENCIANA,17.404,22.206,2.828,5.0,320.937,49.9
21808,2018-04-26,EXTREMADURA,20.608,27.734,1.805,5.0,5394.799,849.0
21815,2018-04-26,REGION DE MURCIA,17.72,21.67,2.933,2.0,152.827,31.4
21816,2018-04-27,ANDALUCIA,18.65,24.15,2.801,5.0,8833.881,1000.02
21821,2018-04-27,CASTILLA-LA MANCHA,17.729,23.989,3.904,5.0,2199.306,349.4
21822,2018-04-27,CATALUNA,17.32,23.371,2.131,4.0,256.586,24.29
21825,2018-04-27,COMUNITAT VALENCIANA,18.48,24.826,2.522,4.0,384.879,49.9
21826,2018-04-27,EXTREMADURA,16.475,22.742,3.678,5.0,6469.626,849.0
21833,2018-04-27,REGION DE MURCIA,19.42,26.58,2.5,4.0,183.276,31.4
21834,2018-04-28,ANDALUCIA,15.245,20.165,4.14,5.0,6100.607,1000.02
21839,2018-04-28,CASTILLA-LA MANCHA,13.647,19.371,3.756,4.0,1518.823,349.4
21840,2018-04-28,CATALUNA,16.266,20.349,2.427,3.0,177.196,24.29
21843,2018-04-28,COMUNITAT VALENCIANA,16.751,20.886,2.931,4.0,265.794,49.9
21844,2018-04-28,EXTREMADURA,11.708,16.617,3.45,3.0,4467.872,849.0
21851,2018-04-28,REGION DE MURCIA,18.65,24.79,3.089,5.0,126.569,31.4
21852,2018-04-29,ANDALUCIA,12.682,17.026,5.309,5.0,5134.854,1000.02
21857,2018-04-29,CASTILLA-LA MANCHA,8.38,12.214,6.04,3.0,1278.387,349.4
21858,2018-04-29,CATALUNA,12.017,16.396,2.992,2.0,149.145,24.29
21861,2018-04-29,COMUNITAT VALENCIANA,14.761,19.651,4.983,5.0,223.718,49.9
21862,2018-04-29,EXTREMADURA,10.142,14.25,5.33,3.0,3760.588,849.0
21869,2018-04-29,REGION DE MURCIA,16.22,21.02,6.422,5.0,106.532,31.4
21870,2018-04-30,ANDALUCIA,11.913,16.927,2.818,4.0,3585.18,1000.02
21875,2018-04-30,CASTILLA-LA MANCHA,7.694,12.31,2.712,2.0,892.576,349.4
21876,2018-04-30,CATALUNA,11.588,16.882,2.954,5.0,104.134,24.29
21879,2018-04-30,COMUNITAT VALENCIANA,12.912,18.055,2.758,3.0,156.201,49.9
21880,2018-04-30,EXTREMADURA,10.684,16.183,2.708,4.0,2625.661,849.0
21887,2018-04-30,REGION DE MURCIA,14.31,19.89,2.4,4.0,74.381,31.4
21888,2018-05-01,ANDALUCIA,11.612,16.485,2.444,4.0,4427.335,1000.02
21893,2018-05-01,CASTILLA-LA MANCHA,8.358,15.187,2.249,5.0,1722.328,349.4
21894,2018-05-01,CATALUNA,10.192,15.251,2.446,3.0,126.797,24.29
21897,2018-05-01,COMUNITAT VALENCIANA,12.099,17.331,3.383,5.0,200.762,49.9
21898,2018-05-01,EXTREMADURA,11.933,17.642,2.006,4.0,3983.545,849.0
21905,2018-05-01,REGION DE MURCIA,13.53,19.58,3.189,5.0,95.098,31.4
21906,2018-05-02,ANDALUCIA,12.654,19.236,2.755,5.0,7186.74,1000.02
21911,2018-05-02,CASTILLA-LA MANCHA,10.228,17.31,3.308,5.0,2795.796,349.4
21912,2018-05-02,CATALUNA,11.653,19.727,2.8,5.0,205.825,24.29
21915,2018-05-02,COMUNITAT VALENCIANA,14.18,22.35,3.294,5.0,325.89,49.9
21916,2018-05-02,EXTREMADURA,12.058,18.5,2.458,5.0,6466.351,849.0
21923,2018-05-02,REGION DE MURCIA,14.59,22.4,3.567,5.0,154.369,31.4
21924,2018-05-03,ANDALUCIA,15.16,21.86,2.596,5.0,7416.845,1000.02
21929,2018-05-03,CASTILLA-LA MANCHA,12.619,18.972,3.342,4.0,2885.312,349.4
21930,2018-05-03,CATALUNA,13.842,19.402,3.417,3.0,212.416,24.29
21933,2018-05-03,COMUNITAT VALENCIANA,16.66,22.285,4.772,5.0,336.325,49.9
21934,2018-05-03,EXTREMADURA,15.317,22.275,2.817,5.0,6673.39,849.0
21941,2018-05-03,REGION DE MURCIA,18.92,24.84,3.3,5.0,159.312,31.4
21942,2018-05-04,ANDALUCIA,16.341,21.854,2.261,5.0,8484.372,1000.02
21947,2018-05-04,CASTILLA-LA MANCHA,12.25,20.342,2.259,5.0,3300.603,349.4
21948,2018-05-04,CATALUNA,13.968,18.817,2.54,2.0,242.989,24.29
21951,2018-05-04,COMUNITAT VALENCIANA,14.707,19.729,3.05,3.0,384.733,49.9
21952,2018-05-04,EXTREMADURA,14.808,21.734,2.625,5.0,7633.91,849.0
21959,2018-05-04,REGION DE MURCIA,17.52,22.04,3.067,5.0,182.242,31.4
21960,2018-05-05,ANDALUCIA,17.085,23.729,1.93,5.0,8765.446,1000.02
21965,2018-05-05,CASTILLA-LA MANCHA,15.944,23.41,1.883,4.0,3409.947,349.4
21966,2018-05-05,CATALUNA,15.416,20.206,1.981,2.0,251.039,24.29
21969,2018-05-05,COMUNITAT VALENCIANA,16.444,22.139,2.274,4.0,397.478,49.9
21970,2018-05-05,EXTREMADURA,17.134,25.675,1.545,5.0,7886.81,849.0
21977,2018-05-05,REGION DE MURCIA,18.69,23.58,2.089,5.0,188.279,31.4
21978,2018-05-06,ANDALUCIA,18.07,23.902,3.062,5.0,7644.368,1000.02
21983,2018-05-06,CASTILLA-LA MANCHA,16.213,22.943,2.55,4.0,2973.823,349.4
21984,2018-05-06,CATALUNA,16.073,21.942,1.702,3.0,218.932,24.29
21987,2018-05-06,COMUNITAT VALENCIANA,16.867,22.472,2.391,4.0,346.642,49.9
21988,2018-05-06,EXTREMADURA,19.051,26.364,2.343,5.0,6878.107,849.0
21995,2018-05-06,REGION DE MURCIA,17.73,23.41,2.589,5.0,164.199,31.4
