,fecha,comunidad_autonoma,tmed,tmax,velmedia,sol,generation,inst_Solar_térmica
20159,2018-01-24,REGION DE MURCIA,11.43,18.52,1.544,4.0,58.45,31.4
20160,2018-01-25,ANDALUCIA,10.512,14.544,2.723,2.0,444.13,1000.02
20165,2018-01-25,CASTILLA-LA MANCHA,6.515,11.479,3.048,2.0,107.204,349.4
20166,2018-01-25,CATALUNA,9.607,13.396,2.094,1.0,50.449,24.29
20169,2018-01-25,COMUNITAT VALENCIANA,10.306,15.242,1.675,3.0,29.729,49.9
20170,2018-01-25,EXTREMADURA,7.26,10.19,3.555,1.0,259.451,849.0
20177,2018-01-25,REGION DE MURCIA,10.63,16.75,1.678,3.0,9.91,31.4
20178,2018-01-26,ANDALUCIA,8.443,12.252,3.488,4.0,3449.506,1000.02
20183,2018-01-26,CASTILLA-LA MANCHA,4.609,8.44,4.521,3.0,832.639,349.4
20184,2018-01-26,CATALUNA,6.658,8.99,2.53,,391.83,24.29
20187,2018-01-26,COMUNITAT VALENCIANA,8.354,10.863,4.172,1.0,230.9,49.9
20188,2018-01-26,EXTREMADURA,7.2,12.016,3.467,4.0,2015.127,849.0
20195,2018-01-26,REGION DE MURCIA,10.32,13.81,5.578,2.0,76.967,31.4
20196,2018-01-27,ANDALUCIA,8.169,12.781,2.837,4.0,3146.474,1000.02
20201,2018-01-27,CASTILLA-LA MANCHA,4.359,9.164,3.239,3.0,759.494,349.4
20202,2018-01-27,CATALUNA,6.876,10.54,2.556,2.0,357.409,24.29
20205,2018-01-27,COMUNITAT VALENCIANA,8.762,12.46,3.983,4.0,210.616,49.9
20206,2018-01-27,EXTREMADURA,7.25,12.808,3.117,4.0,1838.102,849.0
20213,2018-01-27,REGION DE MURCIA,10.42,14.37,3.433,3.0,70.205,31.4
20214,2018-01-28,ANDALUCIA,8.697,13.465,4.268,3.0,1417.412,1000.02
20219,2018-01-28,CASTILLA-LA MANCHA,5.538,10.68,4.134,2.0,342.134,349.4
20220,2018-01-28,CATALUNA,9.08,14.606,1.679,4.0,161.004,24.29
20223,2018-01-28,COMUNITAT VALENCIANA,9.396,12.252,4.678,1.0,94.877,49.9
20224,2018-01-28,EXTREMADURA,8.208,14.642,4.575,4.0,828.022,849.0
20231,2018-01-28,REGION DE MURCIA,10.6,14.689,2.888,3.0,31.626,31.4
20232,2018-01-29,ANDALUCIA,12.257,16.733,4.83,2.0,2278.949,1000.02
20237,2018-01-29,CASTILLA-LA MANCHA,7.559,13.521,2.342,4.0,550.091,349.4
20238,2018-01-29,CATALUNA,8.398,14.449,1.608,4.0,258.866,24.29
20241,2018-01-29,COMUNITAT VALENCIANA,9.865,15.14,1.919,4.0,152.546,49.9
20242,2018-01-29,EXTREMADURA,11.5,16.858,3.934,4.0,1331.313,849.0
20249,2018-01-29,REGION DE MURCIA,11.711,15.356,2.911,3.0,50.849,31.4
20250,2018-01-30,ANDALUCIA,11.823,16.169,3.3,3.0,1922.056,1000.02
20255,2018-01-30,CASTILLA-LA MANCHA,6.147,12.89,1.616,4.0,463.945,349.4
20256,2018-01-30,CATALUNA,7.856,13.957,1.448,4.0,218.327,24.29
20259,2018-01-30,COMUNITAT VALENCIANA,9.074,14.779,1.969,5.0,128.657,49.9
20260,2018-01-30,EXTREMADURA,9.942,16.059,2.816,4.0,1122.824,849.0
20267,2018-01-30,REGION DE MURCIA,10.778,14.911,2.15,2.0,42.886,31.4
20268,2018-01-31,ANDALUCIA,11.765,16.661,2.309,2.0,901.114,1000.02
20273,2018-01-31,CASTILLA-LA MANCHA,6.19,13.292,1.27,4.0,217.51,349.4
20274,2018-01-31,CATALUNA,7.491,13.461,1.902,3.0,102.358,24.29
20277,2018-01-31,COMUNITAT VALENCIANA,9.299,15.107,1.797,4.0,60.318,49.9
20278,2018-01-31,EXTREMADURA,9.65,16.0,1.834,4.0,526.411,849.0
20285,2018-01-31,REGION DE MURCIA,10.889,15.46,1.711,3.0,20.106,31.4
20286,2018-02-01,ANDALUCIA,10.084,14.631,3.118,3.0,807.91,1000.02
20291,2018-02-01,CASTILLA-LA MANCHA,4.244,9.477,2.227,1.0,238.08,349.4
20292,2018-02-01,CATALUNA,4.89,8.408,2.004,1.0,52.69,24.29
20295,2018-02-01,COMUNITAT VALENCIANA,9.323,14.481,2.753,2.0,42.932,49.9
20296,2018-02-01,EXTREMADURA,8.025,13.442,3.617,3.0,798.153,849.0
20303,2018-02-01,REGION DE MURCIA,12.26,17.58,2.333,3.0,13.66,31.4
20304,2018-02-02,ANDALUCIA,7.244,11.458,3.195,4.0,3584.589,1000.02
20309,2018-02-02,CASTILLA-LA MANCHA,2.806,7.118,4.111,4.0,1056.328,349.4
20310,2018-02-02,CATALUNA,4.853,9.268,2.679,3.0,233.778,24.29
20313,2018-02-02,COMUNITAT VALENCIANA,5.989,8.826,4.514,2.0,190.485,49.9
20314,2018-02-02,EXTREMADURA,6.133,10.933,3.392,5.0,3541.297,849.0
20321,2018-02-02,REGION DE MURCIA,7.67,10.37,3.667,1.0,60.609,31.4
20322,2018-02-03,ANDALUCIA,6.749,12.62,2.326,5.0,3936.361,1000.02
20327,2018-02-03,CASTILLA-LA MANCHA,3.562,9.253,3.108,4.0,1159.99,349.4
20328,2018-02-03,CATALUNA,5.302,10.643,3.258,3.0,256.719,24.29
20331,2018-02-03,COMUNITAT VALENCIANA,7.81,12.777,3.992,4.0,209.179,49.9
20332,2018-02-03,EXTREMADURA,5.658,12.017,2.317,4.0,3888.82,849.0
20339,2018-02-03,REGION DE MURCIA,9.18,13.94,3.467,5.0,66.557,31.4
20340,2018-02-04,ANDALUCIA,6.5,10.084,2.449,1.0,726.541,1000.02
20345,2018-02-04,CASTILLA-LA MANCHA,2.683,4.678,2.036,1.0,214.102,349.4
20346,2018-02-04,CATALUNA,4.5,7.241,2.677,1.0,47.383,24.29
20349,2018-02-04,COMUNITAT VALENCIANA,6.932,9.685,1.611,1.0,38.608,49.9
20350,2018-02-04,EXTREMADURA,6.884,10.616,3.208,3.0,717.767,849.0
20357,2018-02-04,REGION DE MURCIA,7.6,12.06,1.233,1.0,12.285,31.4
20358,2018-02-05,ANDALUCIA,5.704,9.718,2.449,3.0,932.866,1000.02
20363,2018-02-05,CASTILLA-LA MANCHA,1.914,3.73,1.67,1.0,274.902,349.4
20364,2018-02-05,CATALUNA,5.167,6.898,2.39,1.0,60.839,24.29
20367,2018-02-05,COMUNITAT VALENCIANA,7.39,10.386,1.742,2.0,49.573,49.9
20368,2018-02-05,EXTREMADURA,6.042,10.334,2.916,2.0,921.599,849.0
20375,2018-02-05,REGION DE MURCIA,7.82,11.61,1.611,2.0,15.773,31.4
20376,2018-02-06,ANDALUCIA,6.0,10.082,2.582,3.0,2164.512,1000.02
20381,2018-02-06,CASTILLA-LA MANCHA,0.811,3.468,2.675,1.0,637.852,349.4
20382,2018-02-06,CATALUNA,4.796,7.864,3.052,1.0,141.164,24.29
20385,2018-02-06,COMUNITAT VALENCIANA,4.91,6.961,3.719,1.0,115.022,49.9
20386,2018-02-06,EXTREMADURA,5.625,10.275,3.492,4.0,2138.371,849.0
20393,2018-02-06,REGION DE MURCIA,7.38,11.26,3.078,3.0,36.598,31.4
20394,2018-02-07,ANDALUCIA,5.731,10.421,2.481,4.0,2043.361,1000.02
20399,2018-02-07,CASTILLA-LA MANCHA,0.134,4.888,2.597,4.0,602.15,349.4
20400,2018-02-07,CATALUNA,3.656,8.091,2.754,4.0,133.263,24.29
20403,2018-02-07,COMUNITAT VALENCIANA,5.66,9.55,3.439,3.0,108.584,49.9
20404,2018-02-07,EXTREMADURA,4.134,9.983,2.992,4.0,2018.682,849.0
20411,2018-02-07,REGION DE MURCIA,6.89,11.79,2.144,5.0,34.55,31.4
20412,2018-02-08,ANDALUCIA,6.556,12.13,2.475,4.0,4560.902,1000.02
20417,2018-02-08,CASTILLA-LA MANCHA,-0.374,5.051,2.157,4.0,1344.034,349.4
20418,2018-02-08,CATALUNA,1.285,5.581,2.021,2.0,297.45,24.29
20421,2018-02-08,COMUNITAT VALENCIANA,5.101,10.032,3.328,4.0,242.367,49.9
20422,2018-02-08,EXTREMADURA,3.9,10.05,2.095,5.0,4505.818,849.0
20429,2018-02-08,REGION DE MURCIA,6.92,12.05,2.122,4.0,77.117,31.4
20430,2018-02-09,ANDALUCIA,5.721,11.667,1.964,3.0,1432.336,1000.02
20435,2018-02-09,CASTILLA-LA MANCHA,0.874,6.92,2.019,3.0,422.089,349.4
20436,2018-02-09,CATALUNA,2.367,8.54,1.877,3.0,93.413,24.29
20439,2018-02-09,COMUNITAT VALENCIANA,5.627,11.183,2.633,4.0,76.114,49.9
20440,2018-02-09,EXTREMADURA,4.658,10.7,1.7,2.0,1415.037,849.0
20447,2018-02-09,REGION DE MURCIA,7.53,13.01,2.811,5.0,24.218,31.4
20448,2018-02-10,ANDALUCIA,8.397,13.757,2.43,4.0,3899.914,1000.02
20453,2018-02-10,CASTILLA-LA MANCHA,3.735,7.89,2.958,3.0,1149.25,349.4
20454,2018-02-10,CATALUNA,4.172,9.358,3.098,4.0,254.342,24.29
20457,2018-02-10,COMUNITAT VALENCIANA,6.663,10.533,3.714,3.0,207.242,49.9
20458,2018-02-10,EXTREMADURA,7.183,12.642,2.35,4.0,3852.813,849.0
20465,2018-02-10,REGION DE MURCIA,9.22,13.33,3.644,3.0,65.941,31.4
20466,2018-02-11,ANDALUCIA,9.408,16.235,2.468,5.0,3744.581,1000.02
20471,2018-02-11,CASTILLA-LA MANCHA,7.451,14.443,2.425,4.0,1103.475,349.4
20472,2018-02-11,CATALUNA,6.294,13.246,2.317,3.0,244.212,24.29
20475,2018-02-11,COMUNITAT VALENCIANA,9.674,17.088,3.406,4.0,198.987,49.9
20476,2018-02-11,EXTREMADURA,9.35,16.25,3.192,4.0,3699.356,849.0
20483,2018-02-11,REGION DE MURCIA,10.68,18.44,2.811,4.0,63.314,31.4
20484,2018-02-12,ANDALUCIA,10.243,14.843,3.351,3.0,2450.818,1000.02
20489,2018-02-12,CASTILLA-LA MANCHA,4.354,8.953,2.317,2.0,722.222,349.4
20490,2018-02-12,CATALUNA,4.829,9.982,2.54,2.0,159.836,24.29
20493,2018-02-12,COMUNITAT VALENCIANA,8.118,12.63,2.764,1.0,130.237,49.9
20494,2018-02-12,EXTREMADURA,9.033,13.825,3.758,4.0,2421.219,849.0
20501,2018-02-12,REGION DE MURCIA,11.09,16.17,2.322,1.0,41.439,31.4
20502,2018-02-13,ANDALUCIA,8.015,13.942,2.737,5.0,4084.473,1000.02
20507,2018-02-13,CASTILLA-LA MANCHA,3.079,9.247,3.198,4.0,1203.637,349.4
20508,2018-02-13,CATALUNA,2.63,8.607,2.312,3.0,266.379,24.29
20511,2018-02-13,COMUNITAT VALENCIANA,7.293,13.998,3.561,4.0,217.049,49.9
20512,2018-02-13,EXTREMADURA,6.284,12.125,3.542,4.0,4035.144,849.0
20519,2018-02-13,REGION DE MURCIA,9.311,15.833,2.589,5.0,69.061,31.4
20520,2018-02-14,ANDALUCIA,9.313,15.26,2.231,4.0,1744.331,1000.02
20525,2018-02-14,CASTILLA-LA MANCHA,7.495,10.119,3.666,1.0,514.03,349.4
20526,2018-02-14,CATALUNA,5.962,10.931,1.329,2.0,113.761,24.29
20529,2018-02-14,COMUNITAT VALENCIANA,12.325,16.438,3.75,3.0,92.694,49.9
20530,2018-02-14,EXTREMADURA,10.708,14.3,2.575,1.0,1723.264,849.0
20537,2018-02-14,REGION DE MURCIA,11.97,18.08,2.989,4.0,29.494,31.4
20538,2018-02-15,ANDALUCIA,11.851,18.403,1.817,5.0,3483.974,1000.02
20543,2018-02-15,CASTILLA-LA MANCHA,9.542,13.495,1.814,3.0,1026.678,349.4
20544,2018-02-15,CATALUNA,10.822,17.614,1.758,5.0,227.216,24.29
20547,2018-02-15,COMUNITAT VALENCIANA,14.414,20.676,2.299,5.0,185.139,49.9
20548,2018-02-15,EXTREMADURA,12.308,16.408,1.375,2.0,3441.897,849.0
20555,2018-02-15,REGION DE MURCIA,14.0,20.55,2.378,5.0,58.908,31.4
20556,2018-02-16,ANDALUCIA,12.792,19.409,1.764,5.0,4453.977,1000.02
20561,2018-02-16,CASTILLA-LA MANCHA,9.498,14.886,1.23,2.0,1312.525,349.4
20562,2018-02-16,CATALUNA,10.872,15.41,1.062,1.0,290.477,24.29
20565,2018-02-16,COMUNITAT VALENCIANA,12.865,18.252,1.693,3.0,236.685,49.9
20566,2018-02-16,EXTREMADURA,12.308,18.742,1.533,4.0,4400.185,849.0
20573,2018-02-16,REGION DE MURCIA,12.91,18.87,1.378,4.0,75.309,31.4
20574,2018-02-17,ANDALUCIA,12.005,17.666,2.106,4.0,2617.253,1000.02
20579,2018-02-17,CASTILLA-LA MANCHA,8.942,14.837,2.182,3.0,771.268,349.4
20580,2018-02-17,CATALUNA,10.25,14.135,2.064,2.0,170.69,24.29
20583,2018-02-17,COMUNITAT VALENCIANA,11.786,17.579,2.374,4.0,139.081,49.9
20584,2018-02-17,EXTREMADURA,10.667,17.166,1.85,3.0,2585.643,849.0
20591,2018-02-17,REGION DE MURCIA,14.01,20.9,2.522,5.0,44.253,31.4
20592,2018-02-18,ANDALUCIA,11.606,16.954,2.014,3.0,3502.169,1000.02
20597,2018-02-18,CASTILLA-LA MANCHA,6.911,12.956,2.071,4.0,1032.04,349.4
20598,2018-02-18,CATALUNA,8.741,13.993,2.19,4.0,228.402,24.29
20601,2018-02-18,COMUNITAT VALENCIANA,10.329,14.121,2.884,3.0,186.106,49.9
20602,2018-02-18,EXTREMADURA,10.692,16.534,2.592,4.0,3459.873,849.0
20609,2018-02-18,REGION DE MURCIA,12.36,15.05,2.433,1.0,59.215,31.4
20610,2018-02-19,ANDALUCIA,11.417,16.827,1.61,3.0,3333.062,1000.02
20615,2018-02-19,CASTILLA-LA MANCHA,8.156,14.317,2.111,4.0,982.207,349.4
20616,2018-02-19,CATALUNA,8.888,13.403,1.664,3.0,217.374,24.29
20619,2018-02-19,COMUNITAT VALENCIANA,10.544,15.754,2.612,4.0,177.119,49.9
20620,2018-02-19,EXTREMADURA,11.267,17.35,1.742,4.0,3292.807,849.0
20627,2018-02-19,REGION DE MURCIA,12.36,17.07,1.789,4.0,56.356,31.4
20628,2018-02-20,ANDALUCIA,11.911,18.69,2.205,5.0,6055.854,1000.02
20633,2018-02-20,CASTILLA-LA MANCHA,8.673,14.587,3.403,4.0,1784.575,349.4
20634,2018-02-20,CATALUNA,10.547,14.761,2.8,2.0,394.947,24.29
20637,2018-02-20,COMUNITAT VALENCIANA,12.348,18.242,4.374,4.0,321.809,49.9
20638,2018-02-20,EXTREMADURA,11.208,18.792,2.067,5.0,5982.715,849.0
20645,2018-02-20,REGION DE MURCIA,13.21,20.21,2.956,4.0,102.394,31.4
20646,2018-02-21,ANDALUCIA,11.104,16.498,3.097,5.0,5674.717,1000.02
20651,2018-02-21,CASTILLA-LA MANCHA,5.182,10.773,4.303,4.0,1672.259,349.4
20652,2018-02-21,CATALUNA,6.546,11.756,3.46,3.0,370.09,24.29
20655,2018-02-21,COMUNITAT VALENCIANA,9.345,13.906,3.811,3.0,301.555,49.9
20656,2018-02-21,EXTREMADURA,9.416,16.083,2.914,5.0,5606.181,849.0
20663,2018-02-21,REGION DE MURCIA,11.72,15.84,3.578,2.0,95.949,31.4
20664,2018-02-22,ANDALUCIA,8.552,14.893,2.378,5.0,7440.81,1000.02
20669,2018-02-22,CASTILLA-LA MANCHA,3.17,10.366,3.257,5.0,2192.703,349.4
20670,2018-02-22,CATALUNA,4.619,9.956,2.567,4.0,485.27,24.29
20673,2018-02-22,COMUNITAT VALENCIANA,6.505,11.496,3.042,5.0,395.405,49.9
20674,2018-02-22,EXTREMADURA,7.058,14.692,1.758,5.0,7350.946,849.0
20681,2018-02-22,REGION DE MURCIA,9.04,14.71,2.533,5.0,125.811,31.4
20682,2018-02-23,ANDALUCIA,8.294,15.328,2.236,5.0,7790.366,1000.02
20687,2018-02-23,CASTILLA-LA MANCHA,2.31,9.961,1.408,5.0,2295.712,349.4
20688,2018-02-23,CATALUNA,4.458,10.363,1.929,4.0,508.067,24.29
20691,2018-02-23,COMUNITAT VALENCIANA,5.715,11.606,2.258,5.0,413.981,49.9
20692,2018-02-23,EXTREMADURA,6.775,13.9,2.025,5.0,7696.279,849.0
20699,2018-02-23,REGION DE MURCIA,7.3,13.23,2.2,5.0,131.721,31.4
20700,2018-02-24,ANDALUCIA,8.922,15.106,2.055,4.0,5966.183,1000.02
20705,2018-02-24,CASTILLA-LA MANCHA,3.565,12.414,1.444,5.0,1758.15,349.4
20706,2018-02-24,CATALUNA,4.818,11.482,1.846,4.0,389.099,24.29
20709,2018-02-24,COMUNITAT VALENCIANA,6.023,12.689,2.3,5.0,317.044,49.9
20710,2018-02-24,EXTREMADURA,7.142,15.825,1.467,5.0,5894.127,849.0
20717,2018-02-24,REGION DE MURCIA,7.3,14.41,2.013,4.0,100.877,31.4
20718,2018-02-25,ANDALUCIA,10.94,16.07,1.636,3.0,4664.309,1000.02
20723,2018-02-25,CASTILLA-LA MANCHA,5.399,14.296,1.736,5.0,1374.507,349.4
20724,2018-02-25,CATALUNA,8.006,14.879,1.958,5.0,304.194,24.29
20727,2018-02-25,COMUNITAT VALENCIANA,8.41,15.896,2.087,5.0,247.862,49.9
20728,2018-02-25,EXTREMADURA,9.4,17.375,1.417,5.0,4607.977,849.0
20735,2018-02-25,REGION DE MURCIA,9.64,17.11,2.067,4.0,78.865,31.4
20736,2018-02-26,ANDALUCIA,11.305,18.5,2.59,3.0,3214.574,1000.02
20741,2018-02-26,CASTILLA-LA MANCHA,7.303,17.163,1.564,5.0,947.29,349.4
20742,2018-02-26,CATALUNA,5.084,10.669,2.488,2.0,209.646,24.29
20745,2018-02-26,COMUNITAT VALENCIANA,8.917,15.096,2.533,4.0,170.823,49.9
20746,2018-02-26,EXTREMADURA,10.416,18.892,2.708,4.0,3175.75,849.0
20753,2018-02-26,REGION DE MURCIA,11.433,19.956,2.5,4.0,54.353,31.4
20754,2018-02-27,ANDALUCIA,13.264,16.311,4.115,2.0,480.252,1000.02
20759,2018-02-27,CASTILLA-LA MANCHA,4.635,7.394,2.501,1.0,141.524,349.4
20760,2018-02-27,CATALUNA,1.308,4.714,1.833,2.0,31.321,24.29
20763,2018-02-27,COMUNITAT VALENCIANA,5.982,7.792,2.153,,25.521,49.9
20764,2018-02-27,EXTREMADURA,10.658,13.375,3.775,1.0,474.452,849.0
20771,2018-02-27,REGION DE MURCIA,10.78,12.99,2.088,1.0,8.12,31.4
20772,2018-02-28,ANDALUCIA,13.218,15.519,5.788,1.0,349.582,1000.02
20777,2018-02-28,CASTILLA-LA MANCHA,8.362,11.956,5.468,1.0,103.017,349.4
20778,2018-02-28,CATALUNA,2.762,6.198,3.038,,22.799,24.29
20781,2018-02-28,COMUNITAT VALENCIANA,7.861,10.744,1.811,1.0,18.577,49.9
20782,2018-02-28,EXTREMADURA,12.225,14.575,5.7,1.0,345.36,849.0
20789,2018-02-28,REGION DE MURCIA,14.15,19.48,3.262,3.0,5.911,31.4
20790,2018-03-01,ANDALUCIA,13.184,16.345,7.155,2.0,124.351,1000.02
20795,2018-03-01,CASTILLA-LA MANCHA,8.649,12.221,5.855,1.0,37.972,349.4
20796,2018-03-01,CATALUNA,8.857,12.771,2.129,1.0,8.116,24.29
20799,2018-03-01,COMUNITAT VALENCIANA,10.761,15.373,2.806,2.0,6.377,49.9
20800,2018-03-01,EXTREMADURA,10.767,14.275,6.788,1.0,110.727,849.0
20807,2018-03-01,REGION DE MURCIA,14.69,18.81,4.567,3.0,2.899,31.4
20808,2018-03-02,ANDALUCIA,12.246,15.222,5.648,1.0,77.396,1000.02
20813,2018-03-02,CASTILLA-LA MANCHA,7.669,11.085,3.426,1.0,23.634,349.4
20814,2018-03-02,CATALUNA,9.296,13.39,2.644,3.0,5.052,24.29
20817,2018-03-02,COMUNITAT VALENCIANA,10.608,13.731,2.355,1.0,3.969,49.9
20818,2018-03-02,EXTREMADURA,11.108,15.432,5.958,1.0,68.917,849.0
20825,2018-03-02,REGION DE MURCIA,12.62,16.23,2.611,1.0,1.804,31.4
20826,2018-03-03,ANDALUCIA,12.19,14.793,3.479,1.0,103.688,1000.02
20831,2018-03-03,CASTILLA-LA MANCHA,9.146,12.082,4.185,2.0,31.662,349.4
20832,2018-03-03,CATALUNA,11.158,17.058,2.59,4.0,6.768,24.29
20835,2018-03-03,COMUNITAT VALENCIANA,13.007,18.255,4.474,3.0,5.317,49.9
20836,2018-03-03,EXTREMADURA,10.74,13.032,4.187,1.0,92.329,849.0
20843,2018-03-03,REGION DE MURCIA,15.08,19.73,2.789,2.0,2.417,31.4
20844,2018-03-04,ANDALUCIA,12.438,15.687,4.25,2.0,1398.483,1000.02
20849,2018-03-04,CASTILLA-LA MANCHA,9.063,12.973,2.914,3.0,427.042,349.4
20850,2018-03-04,CATALUNA,10.433,15.404,1.86,2.0,91.276,24.29
20853,2018-03-04,COMUNITAT VALENCIANA,11.367,15.832,1.948,2.0,71.717,49.9
20854,2018-03-04,EXTREMADURA,11.144,14.824,3.252,3.0,1245.269,849.0
20861,2018-03-04,REGION DE MURCIA,12.23,17.0,2.367,2.0,32.599,31.4
20862,2018-03-05,ANDALUCIA,11.367,14.273,5.654,3.0,342.523,1000.02
20867,2018-03-05,CASTILLA-LA MANCHA,6.738,8.974,4.913,1.0,104.593,349.4
20868,2018-03-05,CATALUNA,9.275,13.913,2.267,2.0,22.356,24.29
20871,2018-03-05,COMUNITAT VALENCIANA,11.41,15.774,3.737,3.0,17.565,49.9
20872,2018-03-05,EXTREMADURA,9.276,12.592,5.99,2.0,304.997,849.0
20879,2018-03-05,REGION DE MURCIA,12.36,15.92,4.233,2.0,7.984,31.4
20880,2018-03-06,ANDALUCIA,10.849,13.984,3.609,1.0,415.683,1000.02
20885,2018-03-06,CASTILLA-LA MANCHA,6.617,9.769,4.555,2.0,126.933,349.4
20886,2018-03-06,CATALUNA,9.421,15.358,3.046,4.0,27.131,24.29
20889,2018-03-06,COMUNITAT VALENCIANA,11.737,16.468,3.592,4.0,21.317,49.9
20890,2018-03-06,EXTREMADURA,9.16,12.71,4.515,2.0,370.142,849.0
20897,2018-03-06,REGION DE MURCIA,12.84,17.86,3.822,3.0,9.69,31.4
20898,2018-03-07,ANDALUCIA,10.075,15.06,1.804,3.0,2294.151,1000.02
20903,2018-03-07,CASTILLA-LA MANCHA,6.126,11.335,2.115,4.0,700.545,349.4
20904,2018-03-07,CATALUNA,8.57,14.307,2.925,4.0,149.735,24.29
20907,2018-03-07,COMUNITAT VALENCIANA,11.619,16.868,3.233,5.0,117.649,49.9
20908,2018-03-07,EXTREMADURA,7.5,13.088,2.192,4.0,2042.811,849.0
20915,2018-03-07,REGION DE MURCIA,12.58,18.07,2.656,5.0,53.477,31.4
20916,2018-03-08,ANDALUCIA,13.514,17.142,3.779,2.0,249.056,1000.02
20921,2018-03-08,CASTILLA-LA MANCHA,8.676,13.167,2.548,1.0,76.052,349.4
20922,2018-03-08,CATALUNA,9.075,14.949,2.391,2.0,16.255,24.29
20925,2018-03-08,COMUNITAT VALENCIANA,12.256,17.096,1.839,3.0,12.772,49.9
20926,2018-03-08,EXTREMADURA,10.966,14.858,2.834,1.0,221.77,849.0
20933,2018-03-08,REGION DE MURCIA,14.79,19.74,2.2,3.0,5.806,31.4
20934,2018-03-09,ANDALUCIA,14.209,17.828,3.813,2.0,942.753,1000.02
20939,2018-03-09,CASTILLA-LA MANCHA,11.527,14.774,3.802,2.0,287.88,349.4
20940,2018-03-09,CATALUNA,10.868,17.95,2.36,4.0,61.532,24.29
20943,2018-03-09,COMUNITAT VALENCIANA,14.999,21.115,2.228,5.0,48.346,49.9
20944,2018-03-09,EXTREMADURA,13.0,15.142,5.716,1.0,839.468,849.0
20951,2018-03-09,REGION DE MURCIA,16.43,22.92,2.4,5.0,21.976,31.4
20952,2018-03-10,ANDALUCIA,14.086,18.118,4.967,3.0,1212.479,1000.02
20957,2018-03-10,CASTILLA-LA MANCHA,11.459,15.411,4.044,2.0,370.244,349.4
20958,2018-03-10,CATALUNA,14.347,19.774,2.823,2.0,79.136,24.29
20961,2018-03-10,COMUNITAT VALENCIANA,16.527,22.523,3.153,4.0,62.178,49.9
20962,2018-03-10,EXTREMADURA,12.466,16.191,4.883,2.0,1079.643,849.0
20969,2018-03-10,REGION DE MURCIA,18.2,24.18,3.622,4.0,28.263,31.4
20970,2018-03-11,ANDALUCIA,11.334,14.409,5.923,3.0,602.902,1000.02
20975,2018-03-11,CASTILLA-LA MANCHA,7.556,9.959,6.12,3.0,184.103,349.4
20976,2018-03-11,CATALUNA,12.148,16.911,3.5,3.0,39.35,24.29
20979,2018-03-11,COMUNITAT VALENCIANA,13.396,17.764,4.247,4.0,30.918,49.9
20980,2018-03-11,EXTREMADURA,9.575,12.2,6.854,3.0,536.85,849.0
20987,2018-03-11,REGION DE MURCIA,15.16,19.61,5.211,4.0,14.054,31.4
20988,2018-03-12,ANDALUCIA,12.148,16.015,3.401,4.0,3797.306,1000.02
20993,2018-03-12,CASTILLA-LA MANCHA,8.688,12.199,5.562,3.0,1159.55,349.4
20994,2018-03-12,CATALUNA,11.336,16.907,2.71,3.0,247.843,24.29
20997,2018-03-12,COMUNITAT VALENCIANA,13.976,18.608,4.286,4.0,194.734,49.9
20998,2018-03-12,EXTREMADURA,11.448,15.36,3.39,4.0,3381.284,849.0
21005,2018-03-12,REGION DE MURCIA,15.0,20.04,4.633,5.0,88.515,31.4
21006,2018-03-13,ANDALUCIA,14.367,18.065,3.054,3.0,1277.927,1000.02
21011,2018-03-13,CASTILLA-LA MANCHA,10.367,15.41,3.221,3.0,390.229,349.4
21012,2018-03-13,CATALUNA,9.752,15.042,2.029,2.0,83.408,24.29
21015,2018-03-13,COMUNITAT VALENCIANA,13.719,18.994,2.331,3.0,65.535,49.9
21016,2018-03-13,EXTREMADURA,13.78,17.6,2.648,3.0,1137.921,849.0
21023,2018-03-13,REGION DE MURCIA,15.12,21.78,1.911,4.0,29.789,31.4
21024,2018-03-14,ANDALUCIA,13.572,16.73,5.026,1.0,164.853,1000.02
21029,2018-03-14,CASTILLA-LA MANCHA,9.655,13.313,4.81,1.0,50.34,349.4
21030,2018-03-14,CATALUNA,9.638,15.734,2.136,3.0,10.76,24.29
21033,2018-03-14,COMUNITAT VALENCIANA,12.742,18.287,2.467,3.0,8.454,49.9
21034,2018-03-14,EXTREMADURA,11.818,15.114,6.129,1.0,146.792,849.0
21041,2018-03-14,REGION DE MURCIA,14.61,20.71,2.678,3.0,3.843,31.4
21042,2018-03-15,ANDALUCIA,11.718,15.293,4.287,3.0,1704.578,1000.02
21047,2018-03-15,CASTILLA-LA MANCHA,8.493,11.84,4.933,3.0,520.512,349.4
21048,2018-03-15,CATALUNA,11.862,17.046,2.821,3.0,111.255,24.29
21051,2018-03-15,COMUNITAT VALENCIANA,13.561,17.824,3.767,3.0,87.414,49.9
21052,2018-03-15,EXTREMADURA,10.056,13.552,4.692,3.0,1517.83,849.0
21059,2018-03-15,REGION DE MURCIA,14.1,17.8,2.967,2.0,39.734,31.4
21060,2018-03-16,ANDALUCIA,10.337,14.386,3.073,4.0,3239.815,1000.02
21065,2018-03-16,CASTILLA-LA MANCHA,6.878,10.4,3.557,3.0,989.314,349.4
21066,2018-03-16,CATALUNA,10.244,16.078,2.794,4.0,211.456,24.29
21069,2018-03-16,COMUNITAT VALENCIANA,11.754,16.712,3.231,4.0,166.144,49.9
21070,2018-03-16,EXTREMADURA,9.292,13.283,3.907,4.0,2884.87,849.0
21077,2018-03-16,REGION DE MURCIA,12.53,18.13,2.744,4.0,75.52,31.4
