,comunidad_autonoma,month,demand_ccaa
1506,Castilla y León,2021-07-01T00:00:00.000+02:00,1195913.925
1507,Castilla y León,2021-08-01T00:00:00.000+02:00,1139478.345
1508,Castilla y León,2021-09-01T00:00:00.000+02:00,1061815.292
1509,Castilla y León,2021-10-01T00:00:00.000+02:00,1074792.045
1510,Castilla y León,2021-11-01T00:00:00.000+01:00,1177942.866
1511,Castilla y León,2021-12-01T00:00:00.000+01:00,1192721.645
1512,Cataluña,2021-01-01T00:00:00.000+01:00,4205890.778
1513,Cataluña,2021-02-01T00:00:00.000+01:00,3567341.458
1514,Cataluña,2021-03-01T00:00:00.000+01:00,3853996.069
1515,Cataluña,2021-04-01T00:00:00.000+02:00,3484744.509
1516,Cataluña,2021-05-01T00:00:00.000+02:00,3492614.749
1517,Cataluña,2021-06-01T00:00:00.000+02:00,3674121.832
1518,Cataluña,2021-07-01T00:00:00.000+02:00,4078621.766
1519,Cataluña,2021-08-01T00:00:00.000+02:00,3663381.789
1520,Cataluña,2021-09-01T00:00:00.000+02:00,3695619.204
1521,Cataluña,2021-10-01T00:00:00.000+02:00,3493176.901
1522,Cataluña,2021-11-01T00:00:00.000+01:00,3714667.184
1523,Cataluña,2021-12-01T00:00:00.000+01:00,3796545.717
1524,Comunidad Ceuta,2021-01-01T00:00:00.000+01:00,18538.656
1525,Comunidad Ceuta,2021-02-01T00:00:00.000+01:00,15215.238
1526,Comunidad Ceuta,2021-03-01T00:00:00.000+01:00,15340.218
1527,Comunidad Ceuta,2021-04-01T00:00:00.000+02:00,15128.393
1528,Comunidad Ceuta,2021-05-01T00:00:00.000+02:00,15515.205
1529,Comunidad Ceuta,2021-06-01T00:00:00.000+02:00,15653.908
1530,Comunidad Ceuta,2021-07-01T00:00:00.000+02:00,17409.528
1531,Comunidad Ceuta,2021-08-01T00:00:00.000+02:00,17829.99
1532,Comunidad Ceuta,2021-09-01T00:00:00.000+02:00,16921.593
1533,Comunidad Ceuta,2021-10-01T00:00:00.000+02:00,16448.789
1534,Comunidad Ceuta,2021-11-01T00:00:00.000+01:00,16035.752
1535,Comunidad Ceuta,2021-12-01T00:00:00.000+01:00,16848.583
1536,Comunidad de Madrid,2021-01-01T00:00:00.000+01:00,2740894.826
1537,Comunidad de Madrid,2021-02-01T00:00:00.000+01:00,2262499.896
1538,Comunidad de Madrid,2021-03-01T00:00:00.000+01:00,2378553.143
1539,Comunidad de Madrid,2021-04-01T00:00:00.000+02:00,2130429.496
1540,Comunidad de Madrid,2021-05-01T00:00:00.000+02:00,2107378.281
1541,Comunidad de Madrid,2021-06-01T00:00:00.000+02:00,2166515.997
1542,Comunidad de Madrid,2021-07-01T00:00:00.000+02:00,2347371.347
1543,Comunidad de Madrid,2021-08-01T00:00:00.000+02:00,2259789.28
1544,Comunidad de Madrid,2021-09-01T00:00:00.000+02:00,2072075.097
1545,Comunidad de Madrid,2021-10-01T00:00:00.000+02:00,2075335.099
1546,Comunidad de Madrid,2021-11-01T00:00:00.000+01:00,2386503.737
1547,Comunidad de Madrid,2021-12-01T00:00:00.000+01:00,2507655.755
1548,Comunidad Valenciana,2021-01-01T00:00:00.000+01:00,2541784.95
1549,Comunidad Valenciana,2021-02-01T00:00:00.000+01:00,2020604.117
1550,Comunidad Valenciana,2021-03-01T00:00:00.000+01:00,2252014.427
1551,Comunidad Valenciana,2021-04-01T00:00:00.000+02:00,2051278.824
1552,Comunidad Valenciana,2021-05-01T00:00:00.000+02:00,2055062.999
1553,Comunidad Valenciana,2021-06-01T00:00:00.000+02:00,2166490.181
1554,Comunidad Valenciana,2021-07-01T00:00:00.000+02:00,2560090.745
1555,Comunidad Valenciana,2021-08-01T00:00:00.000+02:00,2405188.279
1556,Comunidad Valenciana,2021-09-01T00:00:00.000+02:00,2264075.528
1557,Comunidad Valenciana,2021-10-01T00:00:00.000+02:00,2082354.219
1558,Comunidad Valenciana,2021-11-01T00:00:00.000+01:00,2207275.169
1559,Comunidad Valenciana,2021-12-01T00:00:00.000+01:00,2263430.835
1560,Extremadura,2021-01-01T00:00:00.000+01:00,487003.673
1561,Extremadura,2021-02-01T00:00:00.000+01:00,395298.669
1562,Extremadura,2021-03-01T00:00:00.000+01:00,425492.436
1563,Extremadura,2021-04-01T00:00:00.000+02:00,376617.189
1564,Extremadura,2021-05-01T00:00:00.000+02:00,383981.298
1565,Extremadura,2021-06-01T00:00:00.000+02:00,405586.42
1566,Extremadura,2021-07-01T00:00:00.000+02:00,423714.488
1567,Extremadura,2021-08-01T00:00:00.000+02:00,509621.441
1568,Extremadura,2021-09-01T00:00:00.000+02:00,414550.084
1569,Extremadura,2021-10-01T00:00:00.000+02:00,382150.628
1570,Extremadura,2021-11-01T00:00:00.000+01:00,421384.241
1571,Extremadura,2021-12-01T00:00:00.000+01:00,429876.923
1572,Galicia,2021-01-01T00:00:00.000+01:00,1694495.593
1573,Galicia,2021-02-01T00:00:00.000+01:00,1484968.544
1574,Galicia,2021-03-01T00:00:00.000+01:00,1564011.296
1575,Galicia,2021-04-01T00:00:00.000+02:00,1426069.727
1576,Galicia,2021-05-01T00:00:00.000+02:00,1454054.616
1577,Galicia,2021-06-01T00:00:00.000+02:00,1365134.11
1578,Galicia,2021-07-01T00:00:00.000+02:00,1369843.94
1579,Galicia,2021-08-01T00:00:00.000+02:00,1377124.299
1580,Galicia,2021-09-01T00:00:00.000+02:00,1381155.204
1581,Galicia,2021-10-01T00:00:00.000+02:00,1418232.566
1582,Galicia,2021-11-01T00:00:00.000+01:00,1493168.54
1583,Galicia,2021-12-01T00:00:00.000+01:00,1521980.401
1584,Islas Baleares,2021-01-01T00:00:00.000+01:00,470923.625
1585,Islas Baleares,2021-02-01T00:00:00.000+01:00,361715.977
1586,Islas Baleares,2021-03-01T00:00:00.000+01:00,410107.525
1587,Islas Baleares,2021-04-01T00:00:00.000+02:00,378811.138
1588,Islas Baleares,2021-05-01T00:00:00.000+02:00,380442.847
1589,Islas Baleares,2021-06-01T00:00:00.000+02:00,459727.74
1590,Islas Baleares,2021-07-01T00:00:00.000+02:00,601270.435
1591,Islas Baleares,2021-08-01T00:00:00.000+02:00,632604.942
1592,Islas Baleares,2021-09-01T00:00:00.000+02:00,544052.918
1593,Islas Baleares,2021-10-01T00:00:00.000+02:00,444700.654
1594,Islas Baleares,2021-11-01T00:00:00.000+01:00,408606.143
1595,Islas Baleares,2021-12-01T00:00:00.000+01:00,435319.025
1596,Islas Canarias,2021-01-01T00:00:00.000+01:00,648143.584
1597,Islas Canarias,2021-02-01T00:00:00.000+01:00,576433.134
1598,Islas Canarias,2021-03-01T00:00:00.000+01:00,640601.157
1599,Islas Canarias,2021-04-01T00:00:00.000+02:00,615594.768
1600,Islas Canarias,2021-05-01T00:00:00.000+02:00,638221.977
1601,Islas Canarias,2021-06-01T00:00:00.000+02:00,637990.222
1602,Islas Canarias,2021-07-01T00:00:00.000+02:00,702057.86
1603,Islas Canarias,2021-08-01T00:00:00.000+02:00,728446.23
1604,Islas Canarias,2021-09-01T00:00:00.000+02:00,724325.74
1605,Islas Canarias,2021-10-01T00:00:00.000+02:00,734306.806
1606,Islas Canarias,2021-11-01T00:00:00.000+01:00,703556.805
1607,Islas Canarias,2021-12-01T00:00:00.000+01:00,719893.229
1608,La Rioja,2021-01-01T00:00:00.000+01:00,146298.76
1609,La Rioja,2021-02-01T00:00:00.000+01:00,129503.338
1610,La Rioja,2021-03-01T00:00:00.000+01:00,144652.408
1611,La Rioja,2021-04-01T00:00:00.000+02:00,129506.033
1612,La Rioja,2021-05-01T00:00:00.000+02:00,130651.022
1613,La Rioja,2021-06-01T00:00:00.000+02:00,128050.949
1614,La Rioja,2021-07-01T00:00:00.000+02:00,140864.511
1615,La Rioja,2021-08-01T00:00:00.000+02:00,130850.035
1616,La Rioja,2021-09-01T00:00:00.000+02:00,133323.629
1617,La Rioja,2021-10-01T00:00:00.000+02:00,135918.94
1618,La Rioja,2021-11-01T00:00:00.000+01:00,140846.25
1619,La Rioja,2021-12-01T00:00:00.000+01:00,141258.077
1620,Comunidad Melilla,2021-01-01T00:00:00.000+01:00,18321.295
1621,Comunidad Melilla,2021-02-01T00:00:00.000+01:00,15061.0
1622,Comunidad Melilla,2021-03-01T00:00:00.000+01:00,16300.381
1623,Comunidad Melilla,2021-04-01T00:00:00.000+02:00,15293.779
1624,Comunidad Melilla,2021-05-01T00:00:00.000+02:00,16356.496
1625,Comunidad Melilla,2021-06-01T00:00:00.000+02:00,16601.305
1626,Comunidad Melilla,2021-07-01T00:00:00.000+02:00,19875.328
1627,Comunidad Melilla,2021-08-01T00:00:00.000+02:00,20335.852
1628,Comunidad Melilla,2021-09-01T00:00:00.000+02:00,18196.105
1629,Comunidad Melilla,2021-10-01T00:00:00.000+02:00,16468.922
1630,Comunidad Melilla,2021-11-01T00:00:00.000+01:00,15759.968
1631,Comunidad Melilla,2021-12-01T00:00:00.000+01:00,16807.759
1632,Región de Murcia,2021-01-01T00:00:00.000+01:00,833740.735
1633,Región de Murcia,2021-02-01T00:00:00.000+01:00,704966.713
1634,Región de Murcia,2021-03-01T00:00:00.000+01:00,757147.666
1635,Región de Murcia,2021-04-01T00:00:00.000+02:00,706783.625
1636,Región de Murcia,2021-05-01T00:00:00.000+02:00,730774.566
1637,Región de Murcia,2021-06-01T00:00:00.000+02:00,757175.204
1638,Región de Murcia,2021-07-01T00:00:00.000+02:00,905457.514
1639,Región de Murcia,2021-08-01T00:00:00.000+02:00,901082.855
1640,Región de Murcia,2021-09-01T00:00:00.000+02:00,793300.95
1641,Región de Murcia,2021-10-01T00:00:00.000+02:00,707168.96
1642,Región de Murcia,2021-11-01T00:00:00.000+01:00,723781.406
1643,Región de Murcia,2021-12-01T00:00:00.000+01:00,781601.118
1644,Comunidad de Navarra,2021-01-01T00:00:00.000+01:00,443553.286
1645,Comunidad de Navarra,2021-02-01T00:00:00.000+01:00,410832.434
1646,Comunidad de Navarra,2021-03-01T00:00:00.000+01:00,437964.061
1647,Comunidad de Navarra,2021-04-01T00:00:00.000+02:00,406589.998
1648,Comunidad de Navarra,2021-05-01T00:00:00.000+02:00,426771.793
1649,Comunidad de Navarra,2021-06-01T00:00:00.000+02:00,422513.312
1650,Comunidad de Navarra,2021-07-01T00:00:00.000+02:00,405159.449
1651,Comunidad de Navarra,2021-08-01T00:00:00.000+02:00,391177.128
1652,Comunidad de Navarra,2021-09-01T00:00:00.000+02:00,423399.212
1653,Comunidad de Navarra,2021-10-01T00:00:00.000+02:00,414220.512
1654,Comunidad de Navarra,2021-11-01T00:00:00.000+01:00,437375.677
1655,Comunidad de Navarra,2021-12-01T00:00:00.000+01:00,421278.98
1656,País Vasco,2021-01-01T00:00:00.000+01:00,1452389.83
1657,País Vasco,2021-02-01T00:00:00.000+01:00,1331125.747
1658,País Vasco,2021-03-01T00:00:00.000+01:00,1445981.843
1659,País Vasco,2021-04-01T00:00:00.000+02:00,1298198.318
1660,País Vasco,2021-05-01T00:00:00.000+02:00,1350193.26
1661,País Vasco,2021-06-01T00:00:00.000+02:00,1325699.371
1662,País Vasco,2021-07-01T00:00:00.000+02:00,1313327.347
1663,País Vasco,2021-08-01T00:00:00.000+02:00,1032737.987
1664,País Vasco,2021-09-01T00:00:00.000+02:00,1303370.899
1665,País Vasco,2021-10-01T00:00:00.000+02:00,1328564.107
1666,País Vasco,2021-11-01T00:00:00.000+01:00,1414374.753
1667,País Vasco,2021-12-01T00:00:00.000+01:00,1278916.676
1668,Todas,2021-01-01T00:00:00.000+01:00,23909484.894
1669,Todas,2021-02-01T00:00:00.000+01:00,20182155.276
1670,Todas,2021-03-01T00:00:00.000+01:00,21823050.887
1671,Todas,2021-04-01T00:00:00.000+02:00,19940221.825
1672,Todas,2021-05-01T00:00:00.000+02:00,20346648.964
1673,Todas,2021-06-01T00:00:00.000+02:00,20728356.541
1674,Todas,2021-07-01T00:00:00.000+02:00,22922255.761
1675,Todas,2021-08-01T00:00:00.000+02:00,22059793.279
1676,Todas,2021-09-01T00:00:00.000+02:00,20972956.058
1677,Todas,2021-10-01T00:00:00.000+02:00,20197477.971
1678,Todas,2021-11-01T00:00:00.000+01:00,21433492.692
1679,Todas,2021-12-01T00:00:00.000+01:00,22029944.637
1680,Andalucía,2022-01-01T00:00:00.000+01:00,3532788.346
1681,Andalucía,2022-02-01T00:00:00.000+01:00,3023662.438
1682,Andalucía,2022-03-01T00:00:00.000+01:00,3245036.905
1683,Andalucía,2022-04-01T00:00:00.000+02:00,2955545.493
1684,Andalucía,2022-05-01T00:00:00.000+02:00,3057820.434
1685,Andalucía,2022-06-01T00:00:00.000+02:00,3298550.893
1686,Andalucía,2022-07-01T00:00:00.000+02:00,3902049.602
1687,Andalucía,2022-08-01T00:00:00.000+02:00,3714914.559
1688,Andalucía,2022-09-01T00:00:00.000+02:00,3146672.883
1689,Andalucía,2022-10-01T00:00:00.000+02:00,2966021.497
1690,Andalucía,2022-11-01T00:00:00.000+01:00,2817414.483
1691,Andalucía,2022-12-01T00:00:00.000+01:00,3132499.551
1692,Aragón,2022-01-01T00:00:00.000+01:00,905738.601
1693,Aragón,2022-02-01T00:00:00.000+01:00,828555.977
1694,Aragón,2022-03-01T00:00:00.000+01:00,863091.487
1695,Aragón,2022-04-01T00:00:00.000+02:00,810692.217
1696,Aragón,2022-05-01T00:00:00.000+02:00,862400.681
1697,Aragón,2022-06-01T00:00:00.000+02:00,892296.279
1698,Aragón,2022-07-01T00:00:00.000+02:00,909933.747
1699,Aragón,2022-08-01T00:00:00.000+02:00,856442.54
1700,Aragón,2022-09-01T00:00:00.000+02:00,817501.37
1701,Aragón,2022-10-01T00:00:00.000+02:00,807911.729
1702,Aragón,2022-11-01T00:00:00.000+01:00,830535.813
1703,Aragón,2022-12-01T00:00:00.000+01:00,828635.225
1704,Principado de Asturias,2022-01-01T00:00:00.000+01:00,838347.38
1705,Principado de Asturias,2022-02-01T00:00:00.000+01:00,726763.587
1706,Principado de Asturias,2022-03-01T00:00:00.000+01:00,764589.347
1707,Principado de Asturias,2022-04-01T00:00:00.000+02:00,745247.46
1708,Principado de Asturias,2022-05-01T00:00:00.000+02:00,746747.263
1709,Principado de Asturias,2022-06-01T00:00:00.000+02:00,712894.837
1710,Principado de Asturias,2022-07-01T00:00:00.000+02:00,734211.008
1711,Principado de Asturias,2022-08-01T00:00:00.000+02:00,705361.391
1712,Principado de Asturias,2022-09-01T00:00:00.000+02:00,712574.767
1713,Principado de Asturias,2022-10-01T00:00:00.000+02:00,699035.559
1714,Principado de Asturias,2022-11-01T00:00:00.000+01:00,710838.947
1715,Principado de Asturias,2022-12-01T00:00:00.000+01:00,742441.017
1716,Cantabria,2022-01-01T00:00:00.000+01:00,310887.008
1717,Cantabria,2022-02-01T00:00:00.000+01:00,303920.233
1718,Cantabria,2022-03-01T00:00:00.000+01:00,304597.717
1719,Cantabria,2022-04-01T00:00:00.000+02:00,317139.959
1720,Cantabria,2022-05-01T00:00:00.000+02:00,332926.239
1721,Cantabria,2022-06-01T00:00:00.000+02:00,304838.328
1722,Cantabria,2022-07-01T00:00:00.000+02:00,325892.503
1723,Cantabria,2022-08-01T00:00:00.000+02:00,302532.228
1724,Cantabria,2022-09-01T00:00:00.000+02:00,276229.444
1725,Cantabria,2022-10-01T00:00:00.000+02:00,288075.781
1726,Cantabria,2022-11-01T00:00:00.000+01:00,274849.24
1727,Cantabria,2022-12-01T00:00:00.000+01:00,276505.492
1728,Castilla- La Mancha,2022-01-01T00:00:00.000+01:00,1062483.113
1729,Castilla- La Mancha,2022-02-01T00:00:00.000+01:00,937262.665
1730,Castilla- La Mancha,2022-03-01T00:00:00.000+01:00,967960.995
1731,Castilla- La Mancha,2022-04-01T00:00:00.000+02:00,871579.213
1732,Castilla- La Mancha,2022-05-01T00:00:00.000+02:00,931902.293
1733,Castilla- La Mancha,2022-06-01T00:00:00.000+02:00,1029501.733
1734,Castilla- La Mancha,2022-07-01T00:00:00.000+02:00,1194948.171
1735,Castilla- La Mancha,2022-08-01T00:00:00.000+02:00,1102868.903
1736,Castilla- La Mancha,2022-09-01T00:00:00.000+02:00,935400.191
1737,Castilla- La Mancha,2022-10-01T00:00:00.000+02:00,854592.251
1738,Castilla- La Mancha,2022-11-01T00:00:00.000+01:00,867084.12
1739,Castilla- La Mancha,2022-12-01T00:00:00.000+01:00,949277.932
1740,Castilla y León,2022-01-01T00:00:00.000+01:00,1220895.001
1741,Castilla y León,2022-02-01T00:00:00.000+01:00,1118237.177
1742,Castilla y León,2022-03-01T00:00:00.000+01:00,1170167.986
1743,Castilla y León,2022-04-01T00:00:00.000+02:00,1079482.444
1744,Castilla y León,2022-05-01T00:00:00.000+02:00,1094950.535
1745,Castilla y León,2022-06-01T00:00:00.000+02:00,1109216.456
1746,Castilla y León,2022-07-01T00:00:00.000+02:00,1203816.113
1747,Castilla y León,2022-08-01T00:00:00.000+02:00,1123273.383
1748,Castilla y León,2022-09-01T00:00:00.000+02:00,1035645.751
1749,Castilla y León,2022-10-01T00:00:00.000+02:00,1035315.539
1750,Castilla y León,2022-11-01T00:00:00.000+01:00,1086773.508
1751,Castilla y León,2022-12-01T00:00:00.000+01:00,1106770.002
1752,Cataluña,2022-01-01T00:00:00.000+01:00,3978813.799
1753,Cataluña,2022-02-01T00:00:00.000+01:00,3589689.605
1754,Cataluña,2022-03-01T00:00:00.000+01:00,3870758.812
1755,Cataluña,2022-04-01T00:00:00.000+02:00,3493783.504
1756,Cataluña,2022-05-01T00:00:00.000+02:00,3626454.01
1757,Cataluña,2022-06-01T00:00:00.000+02:00,3825103.358
1758,Cataluña,2022-07-01T00:00:00.000+02:00,4277630.491
1759,Cataluña,2022-08-01T00:00:00.000+02:00,3905430.52
1760,Cataluña,2022-09-01T00:00:00.000+02:00,3714422.144
1761,Cataluña,2022-10-01T00:00:00.000+02:00,3470256.914
1762,Cataluña,2022-11-01T00:00:00.000+01:00,3491678.093
1763,Cataluña,2022-12-01T00:00:00.000+01:00,3656237.259
1764,Comunidad Ceuta,2022-01-01T00:00:00.000+01:00,17253.197
1765,Comunidad Ceuta,2022-02-01T00:00:00.000+01:00,15289.879
1766,Comunidad Ceuta,2022-03-01T00:00:00.000+01:00,17074.705
1767,Comunidad Ceuta,2022-04-01T00:00:00.000+02:00,15441.172
1768,Comunidad Ceuta,2022-05-01T00:00:00.000+02:00,16203.751
1769,Comunidad Ceuta,2022-06-01T00:00:00.000+02:00,16614.668
1770,Comunidad Ceuta,2022-07-01T00:00:00.000+02:00,17855.742
1771,Comunidad Ceuta,2022-08-01T00:00:00.000+02:00,16827.505
1772,Comunidad Ceuta,2022-09-01T00:00:00.000+02:00,15818.136
1773,Comunidad Ceuta,2022-10-01T00:00:00.000+02:00,16127.866
1774,Comunidad Ceuta,2022-11-01T00:00:00.000+01:00,15157.762
1775,Comunidad Ceuta,2022-12-01T00:00:00.000+01:00,15734.913
1776,Comunidad de Madrid,2022-01-01T00:00:00.000+01:00,2601492.321
1777,Comunidad de Madrid,2022-02-01T00:00:00.000+01:00,2254452.384
1778,Comunidad de Madrid,2022-03-01T00:00:00.000+01:00,2460329.907
1779,Comunidad de Madrid,2022-04-01T00:00:00.000+02:00,2137449.299
1780,Comunidad de Madrid,2022-05-01T00:00:00.000+02:00,2142773.857
1781,Comunidad de Madrid,2022-06-01T00:00:00.000+02:00,2299053.45
1782,Comunidad de Madrid,2022-07-01T00:00:00.000+02:00,2624780.107
1783,Comunidad de Madrid,2022-08-01T00:00:00.000+02:00,2326067.019
1784,Comunidad de Madrid,2022-09-01T00:00:00.000+02:00,2087261.179
1785,Comunidad de Madrid,2022-10-01T00:00:00.000+02:00,2033212.103
1786,Comunidad de Madrid,2022-11-01T00:00:00.000+01:00,2198042.344
1787,Comunidad de Madrid,2022-12-01T00:00:00.000+01:00,2358769.368
1788,Comunidad Valenciana,2022-01-01T00:00:00.000+01:00,2417389.067
1789,Comunidad Valenciana,2022-02-01T00:00:00.000+01:00,2144520.206
1790,Comunidad Valenciana,2022-03-01T00:00:00.000+01:00,2335792.491
1791,Comunidad Valenciana,2022-04-01T00:00:00.000+02:00,2024695.85
1792,Comunidad Valenciana,2022-05-01T00:00:00.000+02:00,2113915.981
1793,Comunidad Valenciana,2022-06-01T00:00:00.000+02:00,2344921.747
1794,Comunidad Valenciana,2022-07-01T00:00:00.000+02:00,2700305.635
1795,Comunidad Valenciana,2022-08-01T00:00:00.000+02:00,2532327.962
1796,Comunidad Valenciana,2022-09-01T00:00:00.000+02:00,2287958.488
1797,Comunidad Valenciana,2022-10-01T00:00:00.000+02:00,2031903.677
1798,Comunidad Valenciana,2022-11-01T00:00:00.000+01:00,2021840.349
1799,Comunidad Valenciana,2022-12-01T00:00:00.000+01:00,2111554.265
1800,Extremadura,2022-01-01T00:00:00.000+01:00,452699.784
1801,Extremadura,2022-02-01T00:00:00.000+01:00,393995.532
1802,Extremadura,2022-03-01T00:00:00.000+01:00,422631.123
1803,Extremadura,2022-04-01T00:00:00.000+02:00,382740.987
1804,Extremadura,2022-05-01T00:00:00.000+02:00,384155.2
1805,Extremadura,2022-06-01T00:00:00.000+02:00,382643.638
1806,Extremadura,2022-07-01T00:00:00.000+02:00,461422.243
1807,Extremadura,2022-08-01T00:00:00.000+02:00,480315.549
1808,Extremadura,2022-09-01T00:00:00.000+02:00,377516.13
1809,Extremadura,2022-10-01T00:00:00.000+02:00,370748.523
1810,Extremadura,2022-11-01T00:00:00.000+01:00,360308.99
1811,Extremadura,2022-12-01T00:00:00.000+01:00,371760.399
1812,Galicia,2022-01-01T00:00:00.000+01:00,1386507.81
1813,Galicia,2022-02-01T00:00:00.000+01:00,1194675.819
1814,Galicia,2022-03-01T00:00:00.000+01:00,1222744.872
1815,Galicia,2022-04-01T00:00:00.000+02:00,1187067.148
1816,Galicia,2022-05-01T00:00:00.000+02:00,1170291.344
1817,Galicia,2022-06-01T00:00:00.000+02:00,1137849.569
1818,Galicia,2022-07-01T00:00:00.000+02:00,1097382.513
1819,Galicia,2022-08-01T00:00:00.000+02:00,1038412.176
1820,Galicia,2022-09-01T00:00:00.000+02:00,1028857.687
1821,Galicia,2022-10-01T00:00:00.000+02:00,1038966.376
1822,Galicia,2022-11-01T00:00:00.000+01:00,1081877.155
1823,Galicia,2022-12-01T00:00:00.000+01:00,1175422.156
1824,Islas Baleares,2022-01-01T00:00:00.000+01:00,464916.63
1825,Islas Baleares,2022-02-01T00:00:00.000+01:00,397169.935
1826,Islas Baleares,2022-03-01T00:00:00.000+01:00,441909.867
1827,Islas Baleares,2022-04-01T00:00:00.000+02:00,436273.855
1828,Islas Baleares,2022-05-01T00:00:00.000+02:00,471932.242
1829,Islas Baleares,2022-06-01T00:00:00.000+02:00,575202.532
1830,Islas Baleares,2022-07-01T00:00:00.000+02:00,702367.092
1831,Islas Baleares,2022-08-01T00:00:00.000+02:00,728920.168
1832,Islas Baleares,2022-09-01T00:00:00.000+02:00,594726.718
1833,Islas Baleares,2022-10-01T00:00:00.000+02:00,466694.212
1834,Islas Baleares,2022-11-01T00:00:00.000+01:00,362536.633
1835,Islas Baleares,2022-12-01T00:00:00.000+01:00,398298.07
1836,Islas Canarias,2022-01-01T00:00:00.000+01:00,713309.862
1837,Islas Canarias,2022-02-01T00:00:00.000+01:00,649849.447
1838,Islas Canarias,2022-03-01T00:00:00.000+01:00,711961.092
1839,Islas Canarias,2022-04-01T00:00:00.000+02:00,673439.79
1840,Islas Canarias,2022-05-01T00:00:00.000+02:00,700756.749
1841,Islas Canarias,2022-06-01T00:00:00.000+02:00,693667.079
1842,Islas Canarias,2022-07-01T00:00:00.000+02:00,754312.232
1843,Islas Canarias,2022-08-01T00:00:00.000+02:00,757165.523
1844,Islas Canarias,2022-09-01T00:00:00.000+02:00,724223.765
1845,Islas Canarias,2022-10-01T00:00:00.000+02:00,728545.272
1846,Islas Canarias,2022-11-01T00:00:00.000+01:00,709228.553
1847,Islas Canarias,2022-12-01T00:00:00.000+01:00,718898.937
1848,La Rioja,2022-01-01T00:00:00.000+01:00,145992.771
1849,La Rioja,2022-02-01T00:00:00.000+01:00,132957.081
1850,La Rioja,2022-03-01T00:00:00.000+01:00,143230.953
1851,La Rioja,2022-04-01T00:00:00.000+02:00,124937.214
1852,La Rioja,2022-05-01T00:00:00.000+02:00,129905.972
1853,La Rioja,2022-06-01T00:00:00.000+02:00,133780.747
1854,La Rioja,2022-07-01T00:00:00.000+02:00,141571.39
1855,La Rioja,2022-08-01T00:00:00.000+02:00,130963.578
1856,La Rioja,2022-09-01T00:00:00.000+02:00,129929.812
1857,La Rioja,2022-10-01T00:00:00.000+02:00,126049.797
1858,La Rioja,2022-11-01T00:00:00.000+01:00,128454.839
1859,La Rioja,2022-12-01T00:00:00.000+01:00,129650.667
1860,Comunidad Melilla,2022-01-01T00:00:00.000+01:00,17045.196
1861,Comunidad Melilla,2022-02-01T00:00:00.000+01:00,14895.378
1862,Comunidad Melilla,2022-03-01T00:00:00.000+01:00,15776.951
1863,Comunidad Melilla,2022-04-01T00:00:00.000+02:00,14619.04
1864,Comunidad Melilla,2022-05-01T00:00:00.000+02:00,15612.354
1865,Comunidad Melilla,2022-06-01T00:00:00.000+02:00,16241.204
1866,Comunidad Melilla,2022-07-01T00:00:00.000+02:00,19131.061
1867,Comunidad Melilla,2022-08-01T00:00:00.000+02:00,20549.967
1868,Comunidad Melilla,2022-09-01T00:00:00.000+02:00,17281.549
1869,Comunidad Melilla,2022-10-01T00:00:00.000+02:00,15378.266
1870,Comunidad Melilla,2022-11-01T00:00:00.000+01:00,14723.294
1871,Comunidad Melilla,2022-12-01T00:00:00.000+01:00,15185.372
1872,Región de Murcia,2022-01-01T00:00:00.000+01:00,811561.251
1873,Región de Murcia,2022-02-01T00:00:00.000+01:00,722656.087
1874,Región de Murcia,2022-03-01T00:00:00.000+01:00,729863.818
1875,Región de Murcia,2022-04-01T00:00:00.000+02:00,668215.268
1876,Región de Murcia,2022-05-01T00:00:00.000+02:00,721898.89
1877,Región de Murcia,2022-06-01T00:00:00.000+02:00,806714.823
1878,Región de Murcia,2022-07-01T00:00:00.000+02:00,886810.516
1879,Región de Murcia,2022-08-01T00:00:00.000+02:00,872034.773
1880,Región de Murcia,2022-09-01T00:00:00.000+02:00,764937.44
1881,Región de Murcia,2022-10-01T00:00:00.000+02:00,691602.915
1882,Región de Murcia,2022-11-01T00:00:00.000+01:00,672732.814
1883,Región de Murcia,2022-12-01T00:00:00.000+01:00,705193.72
1884,Comunidad de Navarra,2022-01-01T00:00:00.000+01:00,448017.748
1885,Comunidad de Navarra,2022-02-01T00:00:00.000+01:00,418306.711
1886,Comunidad de Navarra,2022-03-01T00:00:00.000+01:00,451568.578
1887,Comunidad de Navarra,2022-04-01T00:00:00.000+02:00,406001.297
1888,Comunidad de Navarra,2022-05-01T00:00:00.000+02:00,432302.068
1889,Comunidad de Navarra,2022-06-01T00:00:00.000+02:00,438758.931
1890,Comunidad de Navarra,2022-07-01T00:00:00.000+02:00,401529.188
1891,Comunidad de Navarra,2022-08-01T00:00:00.000+02:00,402561.06
1892,Comunidad de Navarra,2022-09-01T00:00:00.000+02:00,416165.799
1893,Comunidad de Navarra,2022-10-01T00:00:00.000+02:00,411661.597
1894,Comunidad de Navarra,2022-11-01T00:00:00.000+01:00,426580.95
1895,Comunidad de Navarra,2022-12-01T00:00:00.000+01:00,389296.75
1896,País Vasco,2022-01-01T00:00:00.000+01:00,1403157.038
1897,País Vasco,2022-02-01T00:00:00.000+01:00,1301295.245
1898,País Vasco,2022-03-01T00:00:00.000+01:00,1336660.441
1899,País Vasco,2022-04-01T00:00:00.000+02:00,1244658.929
1900,País Vasco,2022-05-01T00:00:00.000+02:00,1348281.478
