,comunidad_autonoma,type,month,value
7822,Comunidad Valenciana,Potencia total,2018-11-01T00:00:00.000+01:00,8262.803999999998
7823,Comunidad Valenciana,Potencia total,2018-12-01T00:00:00.000+01:00,8262.803999999998
7824,Extremadura,Hidráulica,2018-01-01T00:00:00.000+01:00,2277.362
7825,Extremadura,Hidráulica,2018-02-01T00:00:00.000+01:00,2277.362
7826,Extremadura,Hidráulica,2018-03-01T00:00:00.000+01:00,2277.362
7827,Extremadura,Hidráulica,2018-04-01T00:00:00.000+02:00,2277.362
7828,Extremadura,Hidráulica,2018-05-01T00:00:00.000+02:00,2277.362
7829,Extremadura,Hidráulica,2018-06-01T00:00:00.000+02:00,2277.362
7830,Extremadura,Hidráulica,2018-07-01T00:00:00.000+02:00,2277.362
7831,Extremadura,Hidráulica,2018-08-01T00:00:00.000+02:00,2277.362
7832,Extremadura,Hidráulica,2018-09-01T00:00:00.000+02:00,2277.362
7833,Extremadura,Hidráulica,2018-10-01T00:00:00.000+02:00,2277.362
7834,Extremadura,Hidráulica,2018-11-01T00:00:00.000+01:00,2277.362
7835,Extremadura,Hidráulica,2018-12-01T00:00:00.000+01:00,2277.362
7836,Extremadura,Nuclear,2018-01-01T00:00:00.000+01:00,2017.13
7837,Extremadura,Nuclear,2018-02-01T00:00:00.000+01:00,2017.13
7838,Extremadura,Nuclear,2018-03-01T00:00:00.000+01:00,2017.13
7839,Extremadura,Nuclear,2018-04-01T00:00:00.000+02:00,2017.13
7840,Extremadura,Nuclear,2018-05-01T00:00:00.000+02:00,2017.13
7841,Extremadura,Nuclear,2018-06-01T00:00:00.000+02:00,2017.13
7842,Extremadura,Nuclear,2018-07-01T00:00:00.000+02:00,2017.13
7843,Extremadura,Nuclear,2018-08-01T00:00:00.000+02:00,2017.13
7844,Extremadura,Nuclear,2018-09-01T00:00:00.000+02:00,2017.13
7845,Extremadura,Nuclear,2018-10-01T00:00:00.000+02:00,2017.13
7846,Extremadura,Nuclear,2018-11-01T00:00:00.000+01:00,2017.13
7847,Extremadura,Nuclear,2018-12-01T00:00:00.000+01:00,2017.13
7848,Extremadura,Solar fotovoltaica,2018-01-01T00:00:00.000+01:00,563.875
7849,Extremadura,Solar fotovoltaica,2018-02-01T00:00:00.000+01:00,563.886
7850,Extremadura,Solar fotovoltaica,2018-03-01T00:00:00.000+01:00,563.886
7851,Extremadura,Solar fotovoltaica,2018-04-01T00:00:00.000+02:00,563.886
7852,Extremadura,Solar fotovoltaica,2018-05-01T00:00:00.000+02:00,563.886
7853,Extremadura,Solar fotovoltaica,2018-06-01T00:00:00.000+02:00,563.996
7854,Extremadura,Solar fotovoltaica,2018-07-01T00:00:00.000+02:00,563.996
7855,Extremadura,Solar fotovoltaica,2018-08-01T00:00:00.000+02:00,563.996
7856,Extremadura,Solar fotovoltaica,2018-09-01T00:00:00.000+02:00,563.996
7857,Extremadura,Solar fotovoltaica,2018-10-01T00:00:00.000+02:00,563.996
7858,Extremadura,Solar fotovoltaica,2018-11-01T00:00:00.000+01:00,563.996
7859,Extremadura,Solar fotovoltaica,2018-12-01T00:00:00.000+01:00,563.996
7860,Extremadura,Solar térmica,2018-01-01T00:00:00.000+01:00,849.0
7861,Extremadura,Solar térmica,2018-02-01T00:00:00.000+01:00,849.0
7862,Extremadura,Solar térmica,2018-03-01T00:00:00.000+01:00,849.0
7863,Extremadura,Solar térmica,2018-04-01T00:00:00.000+02:00,849.0
7864,Extremadura,Solar térmica,2018-05-01T00:00:00.000+02:00,849.0
7865,Extremadura,Solar térmica,2018-06-01T00:00:00.000+02:00,849.0
7866,Extremadura,Solar térmica,2018-07-01T00:00:00.000+02:00,849.0
7867,Extremadura,Solar térmica,2018-08-01T00:00:00.000+02:00,849.0
7868,Extremadura,Solar térmica,2018-09-01T00:00:00.000+02:00,849.0
7869,Extremadura,Solar térmica,2018-10-01T00:00:00.000+02:00,849.0
7870,Extremadura,Solar térmica,2018-11-01T00:00:00.000+01:00,849.0
7871,Extremadura,Solar térmica,2018-12-01T00:00:00.000+01:00,849.0
7872,Extremadura,Otras renovables,2018-01-01T00:00:00.000+01:00,44.085
7873,Extremadura,Otras renovables,2018-02-01T00:00:00.000+01:00,44.085
7874,Extremadura,Otras renovables,2018-03-01T00:00:00.000+01:00,44.085
7875,Extremadura,Otras renovables,2018-04-01T00:00:00.000+02:00,44.085
7876,Extremadura,Otras renovables,2018-05-01T00:00:00.000+02:00,44.085
7877,Extremadura,Otras renovables,2018-06-01T00:00:00.000+02:00,44.085
7878,Extremadura,Otras renovables,2018-07-01T00:00:00.000+02:00,44.085
7879,Extremadura,Otras renovables,2018-08-01T00:00:00.000+02:00,44.085
7880,Extremadura,Otras renovables,2018-09-01T00:00:00.000+02:00,44.085
7881,Extremadura,Otras renovables,2018-10-01T00:00:00.000+02:00,44.085
7882,Extremadura,Otras renovables,2018-11-01T00:00:00.000+01:00,44.085
7883,Extremadura,Otras renovables,2018-12-01T00:00:00.000+01:00,44.085
7884,Extremadura,Cogeneración,2018-01-01T00:00:00.000+01:00,9.792
7885,Extremadura,Cogeneración,2018-02-01T00:00:00.000+01:00,9.792
7886,Extremadura,Cogeneración,2018-03-01T00:00:00.000+01:00,9.792
7887,Extremadura,Cogeneración,2018-04-01T00:00:00.000+02:00,9.792
7888,Extremadura,Cogeneración,2018-05-01T00:00:00.000+02:00,9.792
7889,Extremadura,Cogeneración,2018-06-01T00:00:00.000+02:00,9.792
7890,Extremadura,Cogeneración,2018-07-01T00:00:00.000+02:00,9.792
7891,Extremadura,Cogeneración,2018-08-01T00:00:00.000+02:00,9.792
7892,Extremadura,Cogeneración,2018-09-01T00:00:00.000+02:00,9.792
7893,Extremadura,Cogeneración,2018-10-01T00:00:00.000+02:00,9.792
7894,Extremadura,Cogeneración,2018-11-01T00:00:00.000+01:00,9.792
7895,Extremadura,Cogeneración,2018-12-01T00:00:00.000+01:00,9.792
7896,Extremadura,Potencia total,2018-01-01T00:00:00.000+01:00,5761.244000000001
7897,Extremadura,Potencia total,2018-02-01T00:00:00.000+01:00,5761.255000000001
7898,Extremadura,Potencia total,2018-03-01T00:00:00.000+01:00,5761.255000000001
7899,Extremadura,Potencia total,2018-04-01T00:00:00.000+02:00,5761.255000000001
7900,Extremadura,Potencia total,2018-05-01T00:00:00.000+02:00,5761.255000000001
7901,Extremadura,Potencia total,2018-06-01T00:00:00.000+02:00,5761.365000000001
7902,Extremadura,Potencia total,2018-07-01T00:00:00.000+02:00,5761.365000000001
7903,Extremadura,Potencia total,2018-08-01T00:00:00.000+02:00,5761.365000000001
7904,Extremadura,Potencia total,2018-09-01T00:00:00.000+02:00,5761.365000000001
7905,Extremadura,Potencia total,2018-10-01T00:00:00.000+02:00,5761.365000000001
7906,Extremadura,Potencia total,2018-11-01T00:00:00.000+01:00,5761.365000000001
7907,Extremadura,Potencia total,2018-12-01T00:00:00.000+01:00,5761.365000000001
7908,Galicia,Hidráulica,2018-01-01T00:00:00.000+01:00,3723.761
7909,Galicia,Hidráulica,2018-02-01T00:00:00.000+01:00,3730.061
7910,Galicia,Hidráulica,2018-03-01T00:00:00.000+01:00,3730.061
7911,Galicia,Hidráulica,2018-04-01T00:00:00.000+02:00,3730.061
7912,Galicia,Hidráulica,2018-05-01T00:00:00.000+02:00,3730.061
7913,Galicia,Hidráulica,2018-06-01T00:00:00.000+02:00,3730.061
7914,Galicia,Hidráulica,2018-07-01T00:00:00.000+02:00,3730.061
7915,Galicia,Hidráulica,2018-08-01T00:00:00.000+02:00,3730.061
7916,Galicia,Hidráulica,2018-09-01T00:00:00.000+02:00,3730.061
7917,Galicia,Hidráulica,2018-10-01T00:00:00.000+02:00,3730.061
7918,Galicia,Hidráulica,2018-11-01T00:00:00.000+01:00,3730.061
7919,Galicia,Hidráulica,2018-12-01T00:00:00.000+01:00,3730.061
7920,Galicia,Carbón,2018-01-01T00:00:00.000+01:00,1960.39
7921,Galicia,Carbón,2018-02-01T00:00:00.000+01:00,1960.39
7922,Galicia,Carbón,2018-03-01T00:00:00.000+01:00,1960.39
7923,Galicia,Carbón,2018-04-01T00:00:00.000+02:00,1960.39
7924,Galicia,Carbón,2018-05-01T00:00:00.000+02:00,1960.39
7925,Galicia,Carbón,2018-06-01T00:00:00.000+02:00,1960.39
7926,Galicia,Carbón,2018-07-01T00:00:00.000+02:00,1960.39
7927,Galicia,Carbón,2018-08-01T00:00:00.000+02:00,1960.39
7928,Galicia,Carbón,2018-09-01T00:00:00.000+02:00,1960.39
7929,Galicia,Carbón,2018-10-01T00:00:00.000+02:00,1960.39
7930,Galicia,Carbón,2018-11-01T00:00:00.000+01:00,1960.39
7931,Galicia,Carbón,2018-12-01T00:00:00.000+01:00,1960.39
7932,Galicia,Ciclo combinado,2018-01-01T00:00:00.000+01:00,1246.98
7933,Galicia,Ciclo combinado,2018-02-01T00:00:00.000+01:00,1246.98
7934,Galicia,Ciclo combinado,2018-03-01T00:00:00.000+01:00,1246.98
7935,Galicia,Ciclo combinado,2018-04-01T00:00:00.000+02:00,1246.98
7936,Galicia,Ciclo combinado,2018-05-01T00:00:00.000+02:00,1246.98
7937,Galicia,Ciclo combinado,2018-06-01T00:00:00.000+02:00,1246.98
7938,Galicia,Ciclo combinado,2018-07-01T00:00:00.000+02:00,1246.98
7939,Galicia,Ciclo combinado,2018-08-01T00:00:00.000+02:00,1246.98
7940,Galicia,Ciclo combinado,2018-09-01T00:00:00.000+02:00,1246.98
7941,Galicia,Ciclo combinado,2018-10-01T00:00:00.000+02:00,1246.98
7942,Galicia,Ciclo combinado,2018-11-01T00:00:00.000+01:00,1246.98
7943,Galicia,Ciclo combinado,2018-12-01T00:00:00.000+01:00,1246.98
7944,Galicia,Eólica,2018-01-01T00:00:00.000+01:00,3319.17
7945,Galicia,Eólica,2018-02-01T00:00:00.000+01:00,3319.17
7946,Galicia,Eólica,2018-03-01T00:00:00.000+01:00,3319.17
7947,Galicia,Eólica,2018-04-01T00:00:00.000+02:00,3319.17
7948,Galicia,Eólica,2018-05-01T00:00:00.000+02:00,3319.17
7949,Galicia,Eólica,2018-06-01T00:00:00.000+02:00,3319.17
7950,Galicia,Eólica,2018-07-01T00:00:00.000+02:00,3319.17
7951,Galicia,Eólica,2018-08-01T00:00:00.000+02:00,3387.17
7952,Galicia,Eólica,2018-09-01T00:00:00.000+02:00,3387.17
7953,Galicia,Eólica,2018-10-01T00:00:00.000+02:00,3387.17
7954,Galicia,Eólica,2018-11-01T00:00:00.000+01:00,3387.17
7955,Galicia,Eólica,2018-12-01T00:00:00.000+01:00,3387.17
7956,Galicia,Solar fotovoltaica,2018-01-01T00:00:00.000+01:00,16.613
7957,Galicia,Solar fotovoltaica,2018-02-01T00:00:00.000+01:00,16.613
7958,Galicia,Solar fotovoltaica,2018-03-01T00:00:00.000+01:00,16.613
7959,Galicia,Solar fotovoltaica,2018-04-01T00:00:00.000+02:00,16.613
7960,Galicia,Solar fotovoltaica,2018-05-01T00:00:00.000+02:00,16.613
7961,Galicia,Solar fotovoltaica,2018-06-01T00:00:00.000+02:00,16.613
7962,Galicia,Solar fotovoltaica,2018-07-01T00:00:00.000+02:00,16.613
7963,Galicia,Solar fotovoltaica,2018-08-01T00:00:00.000+02:00,16.613
7964,Galicia,Solar fotovoltaica,2018-09-01T00:00:00.000+02:00,16.613
7965,Galicia,Solar fotovoltaica,2018-10-01T00:00:00.000+02:00,16.613
7966,Galicia,Solar fotovoltaica,2018-11-01T00:00:00.000+01:00,16.613
7967,Galicia,Solar fotovoltaica,2018-12-01T00:00:00.000+01:00,16.613
7968,Galicia,Otras renovables,2018-01-01T00:00:00.000+01:00,15.234
7969,Galicia,Otras renovables,2018-02-01T00:00:00.000+01:00,15.234
7970,Galicia,Otras renovables,2018-03-01T00:00:00.000+01:00,15.234
7971,Galicia,Otras renovables,2018-04-01T00:00:00.000+02:00,15.234
7972,Galicia,Otras renovables,2018-05-01T00:00:00.000+02:00,15.234
7973,Galicia,Otras renovables,2018-06-01T00:00:00.000+02:00,15.234
7974,Galicia,Otras renovables,2018-07-01T00:00:00.000+02:00,15.234
7975,Galicia,Otras renovables,2018-08-01T00:00:00.000+02:00,15.234
7976,Galicia,Otras renovables,2018-09-01T00:00:00.000+02:00,15.234
7977,Galicia,Otras renovables,2018-10-01T00:00:00.000+02:00,15.234
7978,Galicia,Otras renovables,2018-11-01T00:00:00.000+01:00,15.234
7979,Galicia,Otras renovables,2018-12-01T00:00:00.000+01:00,15.234
7980,Galicia,Cogeneración,2018-01-01T00:00:00.000+01:00,544.533
7981,Galicia,Cogeneración,2018-02-01T00:00:00.000+01:00,544.533
7982,Galicia,Cogeneración,2018-03-01T00:00:00.000+01:00,544.533
7983,Galicia,Cogeneración,2018-04-01T00:00:00.000+02:00,544.533
7984,Galicia,Cogeneración,2018-05-01T00:00:00.000+02:00,544.533
7985,Galicia,Cogeneración,2018-06-01T00:00:00.000+02:00,544.533
7986,Galicia,Cogeneración,2018-07-01T00:00:00.000+02:00,544.533
7987,Galicia,Cogeneración,2018-08-01T00:00:00.000+02:00,544.533
7988,Galicia,Cogeneración,2018-09-01T00:00:00.000+02:00,544.533
7989,Galicia,Cogeneración,2018-10-01T00:00:00.000+02:00,544.533
7990,Galicia,Cogeneración,2018-11-01T00:00:00.000+01:00,544.533
7991,Galicia,Cogeneración,2018-12-01T00:00:00.000+01:00,544.533
7992,Galicia,Residuos no renovables,2018-01-01T00:00:00.000+01:00,40.68
7993,Galicia,Residuos no renovables,2018-02-01T00:00:00.000+01:00,40.68
7994,Galicia,Residuos no renovables,2018-03-01T00:00:00.000+01:00,40.68
7995,Galicia,Residuos no renovables,2018-04-01T00:00:00.000+02:00,40.68
7996,Galicia,Residuos no renovables,2018-05-01T00:00:00.000+02:00,40.68
7997,Galicia,Residuos no renovables,2018-06-01T00:00:00.000+02:00,40.68
7998,Galicia,Residuos no renovables,2018-07-01T00:00:00.000+02:00,40.68
7999,Galicia,Residuos no renovables,2018-08-01T00:00:00.000+02:00,40.68
8000,Galicia,Residuos no renovables,2018-09-01T00:00:00.000+02:00,40.68
8001,Galicia,Residuos no renovables,2018-10-01T00:00:00.000+02:00,40.68
8002,Galicia,Residuos no renovables,2018-11-01T00:00:00.000+01:00,40.68
8003,Galicia,Residuos no renovables,2018-12-01T00:00:00.000+01:00,40.68
8004,Galicia,Residuos renovables,2018-01-01T00:00:00.000+01:00,25.0
8005,Galicia,Residuos renovables,2018-02-01T00:00:00.000+01:00,25.0
8006,Galicia,Residuos renovables,2018-03-01T00:00:00.000+01:00,25.0
8007,Galicia,Residuos renovables,2018-04-01T00:00:00.000+02:00,25.0
8008,Galicia,Residuos renovables,2018-05-01T00:00:00.000+02:00,25.0
8009,Galicia,Residuos renovables,2018-06-01T00:00:00.000+02:00,25.0
8010,Galicia,Residuos renovables,2018-07-01T00:00:00.000+02:00,25.0
8011,Galicia,Residuos renovables,2018-08-01T00:00:00.000+02:00,25.0
8012,Galicia,Residuos renovables,2018-09-01T00:00:00.000+02:00,25.0
8013,Galicia,Residuos renovables,2018-10-01T00:00:00.000+02:00,25.0
8014,Galicia,Residuos renovables,2018-11-01T00:00:00.000+01:00,25.0
8015,Galicia,Residuos renovables,2018-12-01T00:00:00.000+01:00,25.0
8016,Galicia,Potencia total,2018-01-01T00:00:00.000+01:00,10892.360999999999
8017,Galicia,Potencia total,2018-02-01T00:00:00.000+01:00,10898.661
8018,Galicia,Potencia total,2018-03-01T00:00:00.000+01:00,10898.661
8019,Galicia,Potencia total,2018-04-01T00:00:00.000+02:00,10898.661
8020,Galicia,Potencia total,2018-05-01T00:00:00.000+02:00,10898.661
8021,Galicia,Potencia total,2018-06-01T00:00:00.000+02:00,10898.661
8022,Galicia,Potencia total,2018-07-01T00:00:00.000+02:00,10898.661
8023,Galicia,Potencia total,2018-08-01T00:00:00.000+02:00,10966.661
8024,Galicia,Potencia total,2018-09-01T00:00:00.000+02:00,10966.661
8025,Galicia,Potencia total,2018-10-01T00:00:00.000+02:00,10966.661
8026,Galicia,Potencia total,2018-11-01T00:00:00.000+01:00,10966.661
8027,Galicia,Potencia total,2018-12-01T00:00:00.000+01:00,10966.661
8028,Islas Baleares,Carbón,2018-01-01T00:00:00.000+01:00,468.4
8029,Islas Baleares,Carbón,2018-02-01T00:00:00.000+01:00,468.4
8030,Islas Baleares,Carbón,2018-03-01T00:00:00.000+01:00,468.4
8031,Islas Baleares,Carbón,2018-04-01T00:00:00.000+02:00,468.4
8032,Islas Baleares,Carbón,2018-05-01T00:00:00.000+02:00,468.4
8033,Islas Baleares,Carbón,2018-06-01T00:00:00.000+02:00,468.4
8034,Islas Baleares,Carbón,2018-07-01T00:00:00.000+02:00,468.4
8035,Islas Baleares,Carbón,2018-08-01T00:00:00.000+02:00,468.4
8036,Islas Baleares,Carbón,2018-09-01T00:00:00.000+02:00,468.4
8037,Islas Baleares,Carbón,2018-10-01T00:00:00.000+02:00,468.4
8038,Islas Baleares,Carbón,2018-11-01T00:00:00.000+01:00,468.4
8039,Islas Baleares,Carbón,2018-12-01T00:00:00.000+01:00,468.4
8040,Islas Baleares,Motores diésel,2018-01-01T00:00:00.000+01:00,182.0
8041,Islas Baleares,Motores diésel,2018-02-01T00:00:00.000+01:00,182.0
8042,Islas Baleares,Motores diésel,2018-03-01T00:00:00.000+01:00,182.0
8043,Islas Baleares,Motores diésel,2018-04-01T00:00:00.000+02:00,182.0
8044,Islas Baleares,Motores diésel,2018-05-01T00:00:00.000+02:00,182.0
8045,Islas Baleares,Motores diésel,2018-06-01T00:00:00.000+02:00,182.0
8046,Islas Baleares,Motores diésel,2018-07-01T00:00:00.000+02:00,182.0
8047,Islas Baleares,Motores diésel,2018-08-01T00:00:00.000+02:00,182.0
8048,Islas Baleares,Motores diésel,2018-09-01T00:00:00.000+02:00,182.0
8049,Islas Baleares,Motores diésel,2018-10-01T00:00:00.000+02:00,182.0
8050,Islas Baleares,Motores diésel,2018-11-01T00:00:00.000+01:00,182.0
8051,Islas Baleares,Motores diésel,2018-12-01T00:00:00.000+01:00,182.0
8052,Islas Baleares,Turbina de gas,2018-01-01T00:00:00.000+01:00,603.1
8053,Islas Baleares,Turbina de gas,2018-02-01T00:00:00.000+01:00,603.1
8054,Islas Baleares,Turbina de gas,2018-03-01T00:00:00.000+01:00,603.1
8055,Islas Baleares,Turbina de gas,2018-04-01T00:00:00.000+02:00,603.1
8056,Islas Baleares,Turbina de gas,2018-05-01T00:00:00.000+02:00,603.1
8057,Islas Baleares,Turbina de gas,2018-06-01T00:00:00.000+02:00,603.1
8058,Islas Baleares,Turbina de gas,2018-07-01T00:00:00.000+02:00,603.1
8059,Islas Baleares,Turbina de gas,2018-08-01T00:00:00.000+02:00,603.1
8060,Islas Baleares,Turbina de gas,2018-09-01T00:00:00.000+02:00,603.1
8061,Islas Baleares,Turbina de gas,2018-10-01T00:00:00.000+02:00,603.1
8062,Islas Baleares,Turbina de gas,2018-11-01T00:00:00.000+01:00,603.1
8063,Islas Baleares,Turbina de gas,2018-12-01T00:00:00.000+01:00,603.1
8064,Islas Baleares,Ciclo combinado,2018-01-01T00:00:00.000+01:00,822.9
8065,Islas Baleares,Ciclo combinado,2018-02-01T00:00:00.000+01:00,822.9
8066,Islas Baleares,Ciclo combinado,2018-03-01T00:00:00.000+01:00,822.9
8067,Islas Baleares,Ciclo combinado,2018-04-01T00:00:00.000+02:00,822.9
8068,Islas Baleares,Ciclo combinado,2018-05-01T00:00:00.000+02:00,822.9
8069,Islas Baleares,Ciclo combinado,2018-06-01T00:00:00.000+02:00,822.9
8070,Islas Baleares,Ciclo combinado,2018-07-01T00:00:00.000+02:00,822.9
8071,Islas Baleares,Ciclo combinado,2018-08-01T00:00:00.000+02:00,822.9
8072,Islas Baleares,Ciclo combinado,2018-09-01T00:00:00.000+02:00,822.9
8073,Islas Baleares,Ciclo combinado,2018-10-01T00:00:00.000+02:00,822.9
8074,Islas Baleares,Ciclo combinado,2018-11-01T00:00:00.000+01:00,822.9
8075,Islas Baleares,Ciclo combinado,2018-12-01T00:00:00.000+01:00,822.9
8076,Islas Baleares,Eólica,2018-01-01T00:00:00.000+01:00,3.648
8077,Islas Baleares,Eólica,2018-02-01T00:00:00.000+01:00,3.648
8078,Islas Baleares,Eólica,2018-03-01T00:00:00.000+01:00,3.648
8079,Islas Baleares,Eólica,2018-04-01T00:00:00.000+02:00,3.648
8080,Islas Baleares,Eólica,2018-05-01T00:00:00.000+02:00,3.648
8081,Islas Baleares,Eólica,2018-06-01T00:00:00.000+02:00,3.648
8082,Islas Baleares,Eólica,2018-07-01T00:00:00.000+02:00,3.648
8083,Islas Baleares,Eólica,2018-08-01T00:00:00.000+02:00,3.648
8084,Islas Baleares,Eólica,2018-09-01T00:00:00.000+02:00,3.648
8085,Islas Baleares,Eólica,2018-10-01T00:00:00.000+02:00,3.648
8086,Islas Baleares,Eólica,2018-11-01T00:00:00.000+01:00,3.648
8087,Islas Baleares,Eólica,2018-12-01T00:00:00.000+01:00,3.648
8088,Islas Baleares,Solar fotovoltaica,2018-01-01T00:00:00.000+01:00,82.308
8089,Islas Baleares,Solar fotovoltaica,2018-02-01T00:00:00.000+01:00,82.369
8090,Islas Baleares,Solar fotovoltaica,2018-03-01T00:00:00.000+01:00,82.369
8091,Islas Baleares,Solar fotovoltaica,2018-04-01T00:00:00.000+02:00,82.369
8092,Islas Baleares,Solar fotovoltaica,2018-05-01T00:00:00.000+02:00,82.369
8093,Islas Baleares,Solar fotovoltaica,2018-06-01T00:00:00.000+02:00,82.369
8094,Islas Baleares,Solar fotovoltaica,2018-07-01T00:00:00.000+02:00,82.467
8095,Islas Baleares,Solar fotovoltaica,2018-08-01T00:00:00.000+02:00,82.467
8096,Islas Baleares,Solar fotovoltaica,2018-09-01T00:00:00.000+02:00,82.548
8097,Islas Baleares,Solar fotovoltaica,2018-10-01T00:00:00.000+02:00,82.748
8098,Islas Baleares,Solar fotovoltaica,2018-11-01T00:00:00.000+01:00,82.748
8099,Islas Baleares,Solar fotovoltaica,2018-12-01T00:00:00.000+01:00,82.748
8100,Islas Baleares,Otras renovables,2018-01-01T00:00:00.000+01:00,2.13
8101,Islas Baleares,Otras renovables,2018-02-01T00:00:00.000+01:00,2.13
8102,Islas Baleares,Otras renovables,2018-03-01T00:00:00.000+01:00,2.13
8103,Islas Baleares,Otras renovables,2018-04-01T00:00:00.000+02:00,2.13
8104,Islas Baleares,Otras renovables,2018-05-01T00:00:00.000+02:00,2.13
8105,Islas Baleares,Otras renovables,2018-06-01T00:00:00.000+02:00,2.13
8106,Islas Baleares,Otras renovables,2018-07-01T00:00:00.000+02:00,2.13
8107,Islas Baleares,Otras renovables,2018-08-01T00:00:00.000+02:00,2.13
8108,Islas Baleares,Otras renovables,2018-09-01T00:00:00.000+02:00,2.13
8109,Islas Baleares,Otras renovables,2018-10-01T00:00:00.000+02:00,2.13
8110,Islas Baleares,Otras renovables,2018-11-01T00:00:00.000+01:00,2.13
8111,Islas Baleares,Otras renovables,2018-12-01T00:00:00.000+01:00,2.13
8112,Islas Baleares,Cogeneración,2018-01-01T00:00:00.000+01:00,11.523
8113,Islas Baleares,Cogeneración,2018-02-01T00:00:00.000+01:00,11.523
8114,Islas Baleares,Cogeneración,2018-03-01T00:00:00.000+01:00,11.523
8115,Islas Baleares,Cogeneración,2018-04-01T00:00:00.000+02:00,11.523
8116,Islas Baleares,Cogeneración,2018-05-01T00:00:00.000+02:00,11.523
8117,Islas Baleares,Cogeneración,2018-06-01T00:00:00.000+02:00,11.523
8118,Islas Baleares,Cogeneración,2018-07-01T00:00:00.000+02:00,11.523
8119,Islas Baleares,Cogeneración,2018-08-01T00:00:00.000+02:00,11.523
8120,Islas Baleares,Cogeneración,2018-09-01T00:00:00.000+02:00,11.523
8121,Islas Baleares,Cogeneración,2018-10-01T00:00:00.000+02:00,11.523
8122,Islas Baleares,Cogeneración,2018-11-01T00:00:00.000+01:00,11.523
8123,Islas Baleares,Cogeneración,2018-12-01T00:00:00.000+01:00,11.523
8124,Islas Baleares,Residuos no renovables,2018-01-01T00:00:00.000+01:00,37.4
8125,Islas Baleares,Residuos no renovables,2018-02-01T00:00:00.000+01:00,37.4
8126,Islas Baleares,Residuos no renovables,2018-03-01T00:00:00.000+01:00,37.4
8127,Islas Baleares,Residuos no renovables,2018-04-01T00:00:00.000+02:00,37.4
8128,Islas Baleares,Residuos no renovables,2018-05-01T00:00:00.000+02:00,37.4
8129,Islas Baleares,Residuos no renovables,2018-06-01T00:00:00.000+02:00,37.4
8130,Islas Baleares,Residuos no renovables,2018-07-01T00:00:00.000+02:00,37.4
8131,Islas Baleares,Residuos no renovables,2018-08-01T00:00:00.000+02:00,37.4
8132,Islas Baleares,Residuos no renovables,2018-09-01T00:00:00.000+02:00,37.4
8133,Islas Baleares,Residuos no renovables,2018-10-01T00:00:00.000+02:00,37.4
8134,Islas Baleares,Residuos no renovables,2018-11-01T00:00:00.000+01:00,37.4
8135,Islas Baleares,Residuos no renovables,2018-12-01T00:00:00.000+01:00,37.4
8136,Islas Baleares,Residuos renovables,2018-01-01T00:00:00.000+01:00,37.4
8137,Islas Baleares,Residuos renovables,2018-02-01T00:00:00.000+01:00,37.4
8138,Islas Baleares,Residuos renovables,2018-03-01T00:00:00.000+01:00,37.4
8139,Islas Baleares,Residuos renovables,2018-04-01T00:00:00.000+02:00,37.4
8140,Islas Baleares,Residuos renovables,2018-05-01T00:00:00.000+02:00,37.4
8141,Islas Baleares,Residuos renovables,2018-06-01T00:00:00.000+02:00,37.4
8142,Islas Baleares,Residuos renovables,2018-07-01T00:00:00.000+02:00,37.4
8143,Islas Baleares,Residuos renovables,2018-08-01T00:00:00.000+02:00,37.4
8144,Islas Baleares,Residuos renovables,2018-09-01T00:00:00.000+02:00,37.4
8145,Islas Baleares,Residuos renovables,2018-10-01T00:00:00.000+02:00,37.4
8146,Islas Baleares,Residuos renovables,2018-11-01T00:00:00.000+01:00,37.4
8147,Islas Baleares,Residuos renovables,2018-12-01T00:00:00.000+01:00,37.4
8148,Islas Baleares,Potencia total,2018-01-01T00:00:00.000+01:00,2250.8090000000007
8149,Islas Baleares,Potencia total,2018-02-01T00:00:00.000+01:00,2250.870000000001
8150,Islas Baleares,Potencia total,2018-03-01T00:00:00.000+01:00,2250.870000000001
8151,Islas Baleares,Potencia total,2018-04-01T00:00:00.000+02:00,2250.870000000001
8152,Islas Baleares,Potencia total,2018-05-01T00:00:00.000+02:00,2250.870000000001
8153,Islas Baleares,Potencia total,2018-06-01T00:00:00.000+02:00,2250.870000000001
8154,Islas Baleares,Potencia total,2018-07-01T00:00:00.000+02:00,2250.9680000000008
8155,Islas Baleares,Potencia total,2018-08-01T00:00:00.000+02:00,2250.9680000000008
8156,Islas Baleares,Potencia total,2018-09-01T00:00:00.000+02:00,2251.049000000001
8157,Islas Baleares,Potencia total,2018-10-01T00:00:00.000+02:00,2251.2490000000007
8158,Islas Baleares,Potencia total,2018-11-01T00:00:00.000+01:00,2251.2490000000007
8159,Islas Baleares,Potencia total,2018-12-01T00:00:00.000+01:00,2251.2490000000007
8160,Islas Canarias,Hidráulica,2018-01-01T00:00:00.000+01:00,1.52
8161,Islas Canarias,Hidráulica,2018-02-01T00:00:00.000+01:00,1.52
8162,Islas Canarias,Hidráulica,2018-03-01T00:00:00.000+01:00,1.52
8163,Islas Canarias,Hidráulica,2018-04-01T00:00:00.000+02:00,1.52
8164,Islas Canarias,Hidráulica,2018-05-01T00:00:00.000+02:00,1.52
8165,Islas Canarias,Hidráulica,2018-06-01T00:00:00.000+02:00,1.52
8166,Islas Canarias,Hidráulica,2018-07-01T00:00:00.000+02:00,1.52
