Fecha;Día semana;Comercializadora;Energía final (MWh);Mercado diario (€/MWh);Mercado intradiario (€/MWh);Restricciones (€/MWh);Procesos OS (€/MWh);Garantía potencia Pagos capacidad (€/MWh);Coste s.interrrumpibilidad (€/MWh);Total (€/MWh)
2020-01-07;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;801748,904;47,98;-0,01;1,54;0,09;;0,03;49,62
2020-01-07;Martes;Demanda agregada;747842,632;48,2;-0,01;1,67;0,1;3,52;0,03;53,51
2020-01-07;Martes;Comercializadores de último recurso;95324,249;48,1;0,0;1,65;0,08;4,12;0,03;53,98
2020-01-07;Martes;Comercializadores libres;636331,248;48,24;-0,01;1,67;0,11;3,44;0,03;53,47
2020-01-07;Martes;Comercializadores libres+consumidor directo en mercado;652518,383;48,22;-0,01;1,67;0,11;3,43;0,03;53,44
2020-01-07;Martes;Comercializadores libres+consumidor directo en mercado+exportación;653868,877;48,22;-0,01;1,66;0,11;3,42;0,03;53,43
2020-01-08;Miércoles;Todas las u.adquisición;805920,09;47,6;0,01;1,17;0,26;3,31;0,03;52,37
2020-01-08;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;805920,09;47,6;0,01;1,17;0,26;;0,03;49,06
2020-01-08;Miércoles;Demanda agregada;778457,543;47,82;0,01;1,21;0,16;3,43;0,03;52,66
2020-01-08;Miércoles;Comercializadores de último recurso;93873,792;48,22;0,01;1,23;0,16;4,12;0,03;53,76
2020-01-08;Miércoles;Comercializadores libres;667545,755;47,79;0,0;1,21;0,16;3,35;0,03;52,54
2020-01-08;Miércoles;Comercializadores libres+consumidor directo en mercado;684583,751;47,77;0,01;1,21;0,16;3,34;0,03;52,5
2020-01-08;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;685304,536;47,77;0,01;1,21;0,16;3,33;0,03;52,5
2020-01-09;Jueves;Todas las u.adquisición;833292,656;44,89;-0,03;0,8;0,19;3,22;0,03;49,1
2020-01-09;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;833292,656;44,89;-0,03;0,8;0,19;;0,03;45,89
2020-01-09;Jueves;Demanda agregada;781961,476;45,04;-0,03;0,85;0,14;3,43;0,03;49,45
2020-01-09;Jueves;Comercializadores de último recurso;93179,816;45,5;-0,01;0,84;0,11;4,12;0,03;50,59
2020-01-09;Jueves;Comercializadores libres;671731,108;44,99;-0,04;0,85;0,14;3,35;0,03;49,32
2020-01-09;Jueves;Comercializadores libres+consumidor directo en mercado;688781,66;44,97;-0,04;0,85;0,14;3,33;0,03;49,29
2020-01-09;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;689290,161;44,97;-0,04;0,85;0,14;3,33;0,03;49,29
2020-01-10;Viernes;Todas las u.adquisición;852909,63;41,27;-0,06;1,08;0,26;3,11;0,03;45,69
2020-01-10;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;852909,63;41,27;-0,06;1,08;0,26;;0,03;42,58
2020-01-10;Viernes;Demanda agregada;777530,728;41,52;-0,06;1,19;0,29;3,41;0,03;46,37
2020-01-10;Viernes;Comercializadores de último recurso;92673,73;42,05;-0,02;1,19;0,14;4,12;0,03;47,5
2020-01-10;Viernes;Comercializadores libres;668201,349;41,47;-0,07;1,19;0,31;3,33;0,03;46,25
2020-01-10;Viernes;Comercializadores libres+consumidor directo en mercado;684856,998;41,45;-0,07;1,19;0,31;3,32;0,03;46,22
2020-01-10;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;685580,929;41,45;-0,07;1,19;0,31;3,31;0,03;46,22
2020-01-11;Sábado;Todas las u.adquisición;739988,198;42,22;-0,03;1,49;0,16;1,96;0,03;45,83
2020-01-11;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;739988,198;42,22;-0,03;1,49;0,16;;0,03;43,87
2020-01-11;Sábado;Demanda agregada;697201,615;42,45;-0,03;1,59;0,14;2,08;0,03;46,26
2020-01-11;Sábado;Comercializadores de último recurso;95778,331;43,33;0,0;1,57;0,09;4,12;0,03;49,13
2020-01-11;Sábado;Comercializadores libres;585732,664;42,33;-0,03;1,59;0,14;1,81;0,03;45,86
2020-01-11;Sábado;Comercializadores libres+consumidor directo en mercado;601423,284;42,31;-0,03;1,59;0,14;1,76;0,03;45,8
2020-01-11;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;602597,925;42,31;-0,03;1,59;0,14;1,76;0,03;45,79
2020-01-12;Domingo;Todas las u.adquisición;717052,051;42,72;-0,04;1,49;0,19;1,98;0,03;46,37
2020-01-12;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;717052,051;42,72;-0,04;1,49;0,19;;0,03;44,39
2020-01-12;Domingo;Demanda agregada;659267,703;42,95;-0,04;1,62;0,11;2,15;0,03;46,83
2020-01-12;Domingo;Comercializadores de último recurso;99408,166;43,52;0,0;1,59;0,09;4,13;0,03;49,35
2020-01-12;Domingo;Comercializadores libres;544827,556;42,87;-0,05;1,63;0,12;1,85;0,03;46,45
2020-01-12;Domingo;Comercializadores libres+consumidor directo en mercado;559859,537;42,85;-0,05;1,63;0,12;1,8;0,03;46,39
2020-01-12;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;560754,054;42,85;-0,05;1,63;0,12;1,8;0,03;46,38
2020-01-13;Lunes;Todas las u.adquisición;828515,75;46,71;-0,06;0,95;0,24;3,33;0,03;51,18
2020-01-13;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;828515,75;46,71;-0,06;0,95;0,24;;0,03;47,85
2020-01-13;Lunes;Demanda agregada;790620,619;46,8;-0,06;0,99;0,21;3,49;0,03;51,46
2020-01-13;Lunes;Comercializadores de último recurso;97194,213;46,57;0,0;0,99;0,23;4,13;0,03;51,95
2020-01-13;Lunes;Comercializadores libres;676860,166;46,84;-0,07;0,99;0,19;3,41;0,03;51,39
2020-01-13;Lunes;Comercializadores libres+consumidor directo en mercado;693426,406;46,83;-0,06;0,99;0,21;3,4;0,03;51,39
2020-01-13;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;694861,7;46,83;-0,07;0,99;0,21;3,39;0,03;51,38
2020-01-14;Martes;Todas las u.adquisición;842019,994;39,32;-0,03;1,33;0,54;3,27;0,03;44,45
2020-01-14;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;842019,994;39,32;-0,03;1,33;0,54;;0,03;41,19
2020-01-14;Martes;Demanda agregada;802126,171;39,59;-0,03;1,39;0,53;3,43;0,03;44,95
2020-01-14;Martes;Comercializadores de último recurso;97042,21;39,8;0,01;1,47;0,39;4,12;0,03;45,82
2020-01-14;Martes;Comercializadores libres;687748,521;39,58;-0,03;1,38;0,52;3,35;0,03;44,83
2020-01-14;Martes;Comercializadores libres+consumidor directo en mercado;705083,961;39,56;-0,03;1,38;0,55;3,34;0,03;44,83
2020-01-14;Martes;Comercializadores libres+consumidor directo en mercado+exportación;706268,822;39,56;-0,03;1,38;0,55;3,33;0,03;44,82
2020-01-15;Miércoles;Todas las u.adquisición;843629,138;39,41;-0,01;1,4;0,32;3,21;0,03;44,36
2020-01-15;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;843629,138;39,41;-0,01;1,4;0,32;;0,03;41,15
2020-01-15;Miércoles;Demanda agregada;790828,98;39,88;-0,01;1,5;0,34;3,42;0,03;45,17
2020-01-15;Miércoles;Comercializadores de último recurso;95294,797;40,6;-0,01;1,53;0,3;4,12;0,03;46,57
2020-01-15;Miércoles;Comercializadores libres;678658,516;39,82;-0,01;1,5;0,34;3,34;0,03;45,02
2020-01-15;Miércoles;Comercializadores libres+consumidor directo en mercado;695534,183;39,79;-0,01;1,5;0,35;3,33;0,03;44,98
2020-01-15;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;698061,158;39,8;-0,01;1,49;0,35;3,32;0,03;44,98
2020-01-16;Jueves;Todas las u.adquisición;834211,634;39,09;-0,05;1,18;0,31;3,2;0,03;43,76
2020-01-16;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;834211,634;39,09;-0,05;1,18;0,31;;0,03;40,57
2020-01-16;Jueves;Demanda agregada;781152,422;39,23;-0,05;1,26;0,32;3,41;0,03;44,21
2020-01-16;Jueves;Comercializadores de último recurso;92668,686;39,34;0,0;1,3;0,3;4,12;0,03;45,09
2020-01-16;Jueves;Comercializadores libres;671275,917;39,23;-0,05;1,26;0,32;3,33;0,03;44,12
2020-01-16;Jueves;Comercializadores libres+consumidor directo en mercado;688483,736;39,21;-0,05;1,26;0,33;3,32;0,03;44,1
2020-01-16;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;691719,768;39,22;-0,05;1,25;0,32;3,3;0,03;44,07
2020-01-17;Viernes;Todas las u.adquisición;826904,594;39,88;0,01;1,29;0,23;3,15;0,03;44,58
2020-01-17;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;826904,594;39,88;0,01;1,29;0,23;;0,03;41,43
2020-01-17;Viernes;Demanda agregada;767370,436;40,34;0,01;1,39;0,29;3,39;0,03;45,45
2020-01-17;Viernes;Comercializadores de último recurso;90336,801;41,03;0,0;1,43;0,27;4,11;0,03;46,87
2020-01-17;Viernes;Comercializadores libres;659812,056;40,28;0,01;1,39;0,29;3,31;0,03;45,3
2020-01-17;Viernes;Comercializadores libres+consumidor directo en mercado;677033,635;40,25;0,01;1,39;0,29;3,3;0,03;45,27
2020-01-17;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;678590,378;40,25;0,01;1,38;0,29;3,29;0,03;45,26
2020-01-18;Sábado;Todas las u.adquisición;742231,454;38,43;-0,01;1,12;0,18;1,96;0,03;41,72
2020-01-18;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;742231,454;38,43;-0,01;1,12;0,18;;0,03;39,76
2020-01-18;Sábado;Demanda agregada;690635,994;38,47;-0,01;1,2;0,29;2,11;0,03;42,1
2020-01-18;Sábado;Comercializadores de último recurso;96239,24;38,61;0,01;1,19;0,26;4,13;0,03;44,23
2020-01-18;Sábado;Comercializadores libres;577930,236;38,45;-0,01;1,21;0,29;1,83;0,03;41,8
2020-01-18;Sábado;Comercializadores libres+consumidor directo en mercado;594396,754;38,45;-0,01;1,21;0,3;1,78;0,03;41,75
2020-01-18;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;595640,451;38,45;-0,01;1,2;0,3;1,78;0,03;41,74
2020-01-19;Domingo;Todas las u.adquisición;781392,218;29,87;0,0;1,47;0,51;1,84;0,03;33,7
2020-01-19;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;781392,218;29,87;0,0;1,47;0,51;;0,03;31,87
2020-01-19;Domingo;Demanda agregada;653084,092;30,03;0,0;1,76;0,93;2,2;0,03;34,95
2020-01-19;Domingo;Comercializadores de último recurso;100442,961;30,27;0,0;1,75;1,22;4,14;0,03;37,41
2020-01-19;Domingo;Comercializadores libres;536763,701;30,0;0,0;1,76;0,87;1,9;0,03;34,55
2020-01-19;Domingo;Comercializadores libres+consumidor directo en mercado;552641,131;29,99;0,0;1,76;0,88;1,84;0,03;34,5
2020-01-19;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;553643,483;29,99;0,0;1,76;0,88;1,84;0,03;34,49
2020-01-20;Lunes;Todas las u.adquisición;906509,445;36,75;-0,04;1,25;0,38;3,12;0,03;41,48
2020-01-20;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;906509,445;36,75;-0,04;1,25;0,38;;0,03;38,36
2020-01-20;Lunes;Demanda agregada;804258,251;37,54;-0,05;1,43;0,44;3,51;0,03;42,9
2020-01-20;Lunes;Comercializadores de último recurso;102399,228;38,16;-0,01;1,47;0,62;4,15;0,03;44,42
2020-01-20;Lunes;Comercializadores libres;684839,657;37,48;-0,05;1,43;0,41;3,43;0,03;42,73
2020-01-20;Lunes;Comercializadores libres+consumidor directo en mercado;701859,023;37,45;-0,05;1,43;0,41;3,42;0,03;42,68
2020-01-20;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;702772,849;37,44;-0,05;1,42;0,41;3,42;0,03;42,67
2020-01-21;Martes;Todas las u.adquisición;912314,767;39,77;0,02;1,14;0,08;3,11;0,03;44,16
2020-01-21;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;912314,767;39,77;0,02;1,14;0,08;;0,03;41,05
2020-01-21;Martes;Demanda agregada;820183,172;40,09;0,02;1,28;0,15;3,46;0,03;45,02
2020-01-21;Martes;Comercializadores de último recurso;102827,402;40,61;0,0;1,31;0,32;4,14;0,03;46,42
2020-01-21;Martes;Comercializadores libres;699784,991;40,04;0,02;1,27;0,12;3,37;0,03;44,85
2020-01-21;Martes;Comercializadores libres+consumidor directo en mercado;717355,77;40,02;0,02;1,27;0,12;3,36;0,03;44,82
2020-01-21;Martes;Comercializadores libres+consumidor directo en mercado+exportación;720647,17;40,03;0,03;1,27;0,12;3,34;0,03;44,82
2020-01-22;Miércoles;Todas las u.adquisición;860098,51;48,34;0,02;1,56;0,1;3,2;0,03;53,24
2020-01-22;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;860098,51;48,34;0,02;1,56;0,1;;0,03;50,05
2020-01-22;Miércoles;Demanda agregada;799352,083;48,42;0,01;1,68;0,05;3,44;0,03;53,63
2020-01-22;Miércoles;Comercializadores de último recurso;99277,575;48,66;0,03;1,77;0,09;4,13;0,03;54,72
2020-01-22;Miércoles;Comercializadores libres;682316,491;48,42;0,01;1,67;0,03;3,35;0,03;53,51
2020-01-22;Miércoles;Comercializadores libres+consumidor directo en mercado;700074,508;48,39;0,01;1,67;0,04;3,34;0,03;53,48
2020-01-22;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;701683,855;48,39;0,02;1,66;0,04;3,33;0,03;53,48
2020-01-23;Jueves;Todas las u.adquisición;822928,686;54,56;-0,01;1,2;0,34;3,28;0,03;59,39
2020-01-23;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;822928,686;54,56;-0,01;1,2;0,34;;0,03;56,11
2020-01-23;Jueves;Demanda agregada;787429,406;54,59;-0,01;1,26;0,35;3,42;0,03;59,64
2020-01-23;Jueves;Comercializadores de último recurso;95876,47;54,69;0,01;1,23;0,31;4,12;0,03;60,39
2020-01-23;Jueves;Comercializadores libres;673932,349;54,59;-0,02;1,26;0,35;3,34;0,03;59,56
2020-01-23;Jueves;Comercializadores libres+consumidor directo en mercado;691552,936;54,57;-0,02;1,26;0,36;3,33;0,03;59,53
2020-01-23;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;693878,609;54,57;-0,02;1,26;0,35;3,32;0,03;59,52
2020-01-24;Viernes;Todas las u.adquisición;809948,785;54,45;-0,05;1,48;0,27;3,28;0,03;59,46
2020-01-24;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;809948,785;54,45;-0,05;1,48;0,27;;0,03;56,18
2020-01-24;Viernes;Demanda agregada;779329,098;54,52;-0,05;1,53;0,21;3,41;0,03;59,66
2020-01-24;Viernes;Comercializadores de último recurso;94404,519;54,77;0,01;1,48;0,19;4,12;0,03;60,6
2020-01-24;Viernes;Comercializadores libres;667367,791;54,51;-0,06;1,54;0,22;3,32;0,03;59,56
2020-01-24;Viernes;Comercializadores libres+consumidor directo en mercado;684924,579;54,49;-0,06;1,54;0,22;3,31;0,03;59,52
2020-01-24;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;685464,926;54,49;-0,06;1,54;0,22;3,31;0,03;59,52
2020-01-25;Sábado;Todas las u.adquisición;713879,963;48,43;-0,06;1,04;0,24;2,06;0,03;51,75
2020-01-25;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;713879,963;48,43;-0,06;1,04;0,24;;0,03;49,69
2020-01-25;Sábado;Demanda agregada;694572,581;48,43;-0,06;1,07;0,22;2,12;0,03;51,81
2020-01-25;Sábado;Comercializadores de último recurso;97947,222;48,76;0,0;1,08;0,23;4,12;0,03;54,22
2020-01-25;Sábado;Comercializadores libres;580077,914;48,38;-0,07;1,07;0,22;1,84;0,03;51,47
2020-01-25;Sábado;Comercializadores libres+consumidor directo en mercado;596625,359;48,38;-0,07;1,07;0,22;1,79;0,03;51,42
2020-01-25;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;597647,224;48,38;-0,07;1,07;0,22;1,79;0,03;51,41
2020-01-26;Domingo;Todas las u.adquisición;675875,372;40,08;0,02;1,46;0,42;2,02;0,03;44,04
2020-01-26;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;675875,372;40,08;0,02;1,46;0,42;;0,03;42,02
2020-01-26;Domingo;Demanda agregada;638866,622;40,19;0,02;1,55;0,44;2,14;0,03;44,38
2020-01-26;Domingo;Comercializadores de último recurso;96659,03;40,38;0,0;1,56;0,41;4,12;0,03;46,5
2020-01-26;Domingo;Comercializadores libres;526290,142;40,16;0,03;1,55;0,45;1,84;0,03;44,06
2020-01-26;Domingo;Comercializadores libres+consumidor directo en mercado;542207,592;40,16;0,03;1,55;0,45;1,79;0,03;44,0
2020-01-26;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;543196,593;40,16;0,03;1,55;0,45;1,79;0,03;44,0
2020-01-27;Lunes;Todas las u.adquisición;822863,04;39,87;-0,03;1,15;0,21;3,23;0,03;44,46
2020-01-27;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;822863,04;39,87;-0,03;1,15;0,21;;0,03;41,23
2020-01-27;Lunes;Demanda agregada;766527,03;40,12;-0,03;1,24;0,24;3,47;0,03;45,07
2020-01-27;Lunes;Comercializadores de último recurso;93485,898;40,05;0,0;1,25;0,25;4,12;0,03;45,7
2020-01-27;Lunes;Comercializadores libres;655883,262;40,15;-0,03;1,23;0,23;3,39;0,03;45,01
2020-01-27;Lunes;Comercializadores libres+consumidor directo en mercado;673041,132;40,13;-0,03;1,24;0,24;3,38;0,03;44,98
2020-01-27;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;674016,043;40,13;-0,03;1,23;0,24;3,37;0,03;44,98
2020-01-28;Martes;Todas las u.adquisición;816667,2;39,02;-0,02;1,36;0,24;3,2;0,03;43,83
2020-01-28;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;816667,2;39,02;-0,02;1,36;0,24;;0,03;40,63
2020-01-28;Martes;Demanda agregada;766171,468;39,52;-0,01;1,45;0,29;3,41;0,03;44,68
2020-01-28;Martes;Comercializadores de último recurso;90600,348;40,13;0,0;1,44;0,24;4,12;0,03;45,96
2020-01-28;Martes;Comercializadores libres;658020,875;39,47;-0,02;1,45;0,29;3,32;0,03;44,55
2020-01-28;Martes;Comercializadores libres+consumidor directo en mercado;675571,12;39,44;-0,02;1,45;0,3;3,31;0,03;44,51
2020-01-28;Martes;Comercializadores libres+consumidor directo en mercado+exportación;676558,394;39,44;-0,02;1,45;0,3;3,31;0,03;44,51
2020-01-29;Miércoles;Todas las u.adquisición;818153,969;40,24;-0,02;1,38;0,3;3,12;0,03;45,06
2020-01-29;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;818153,969;40,24;-0,02;1,38;0,3;;0,03;41,94
2020-01-29;Miércoles;Demanda agregada;751940,483;40,44;-0,02;1,51;0,32;3,4;0,03;45,68
2020-01-29;Miércoles;Comercializadores de último recurso;87802,915;40,81;0,0;1,56;0,3;4,11;0,03;46,82
2020-01-29;Miércoles;Comercializadores libres;646539,909;40,41;-0,02;1,5;0,32;3,32;0,03;45,56
2020-01-29;Miércoles;Comercializadores libres+consumidor directo en mercado;664137,568;40,39;-0,02;1,5;0,33;3,3;0,03;45,53
2020-01-29;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;665590,268;40,4;-0,02;1,49;0,33;3,3;0,03;45,53
2020-01-30;Jueves;Todas las u.adquisición;793218,71;38,48;0,0;1,11;0,33;3,15;0,03;43,1
2020-01-30;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;793218,71;38,48;0,0;1,11;0,33;;0,03;39,95
2020-01-30;Jueves;Demanda agregada;738618,466;38,77;0,0;1,19;0,49;3,39;0,03;43,88
2020-01-30;Jueves;Comercializadores de último recurso;85481,395;39,13;0,0;1,18;0,46;4,11;0,03;44,91
2020-01-30;Jueves;Comercializadores libres;635564,203;38,75;0,0;1,2;0,49;3,3;0,03;43,77
2020-01-30;Jueves;Comercializadores libres+consumidor directo en mercado;653137,071;38,72;0,0;1,2;0,5;3,29;0,03;43,74
2020-01-30;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;654121,276;38,73;0,0;1,19;0,49;3,29;0,03;43,74
2020-01-31;Viernes;Todas las u.adquisición;772638,789;37,6;-0,02;0,69;0,26;3,17;0,03;41,73
2020-01-31;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;772638,789;37,6;-0,02;0,69;0,26;;0,03;38,56
2020-01-31;Viernes;Demanda agregada;726463,228;37,87;-0,01;0,74;0,32;3,37;0,03;42,3
2020-01-31;Viernes;Comercializadores de último recurso;82070,842;37,95;0,0;0,76;0,3;4,1;0,03;43,15
2020-01-31;Viernes;Comercializadores libres;627141,965;37,87;-0,01;0,73;0,32;3,28;0,03;42,22
2020-01-31;Viernes;Comercializadores libres+consumidor directo en mercado;644392,386;37,85;-0,01;0,73;0,32;3,27;0,03;42,19
2020-01-31;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;645053,25;37,85;-0,01;0,73;0,32;3,27;0,03;42,19
2020-02-01;Sábado;Todas las u.adquisición;728236,545;29,28;-0,02;1,33;0,56;1,75;0,03;32,93
2020-02-01;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;728236,545;29,28;-0,02;1,33;0,56;;0,03;31,18
2020-02-01;Sábado;Demanda agregada;644252,248;29,71;-0,01;1,51;0,84;1,97;0,03;34,05
2020-02-01;Sábado;Comercializadores de último recurso;82273,208;30,39;0,0;1,49;0,77;4,11;0,03;36,8
2020-02-01;Sábado;Comercializadores libres;545738,579;29,62;-0,01;1,51;0,84;1,71;0,03;33,71
2020-02-01;Sábado;Comercializadores libres+consumidor directo en mercado;561979,04;29,61;-0,01;1,51;0,85;1,66;0,03;33,65
2020-02-01;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;563167,786;29,61;-0,01;1,51;0,84;1,66;0,03;33,65
