Fecha;Día semana;Tipo de agregación;Energía final (MWh);Mercado diario (€/MWh);Mercado intradiario (€/MWh);Restricciones (€/MWh);Procesos OS (€/MWh);Garantía potencia Pagos capacidad (€/MWh);Total (€/MWh)
2021-06-15;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;737548,605;91,37;0,05;2,12;0,61;;94,15
2021-06-15;Martes;Demanda agregada;718213,216;91,35;0,04;2,18;0,62;0,41;94,59
2021-06-15;Martes;Comercializadores de último recurso;63185,393;91,7;0,02;2,22;0,43;0,76;95,13
2021-06-15;Martes;Comercializadores libres;634006,461;91,32;0,04;2,17;0,63;0,38;94,55
2021-06-15;Martes;Comercializadores libres+consumidor directo en mercado;655027,823;91,31;0,05;2,17;0,64;0,37;94,54
2021-06-15;Martes;Comercializadores libres+consumidor directo en mercado+exportación;655402,619;91,31;0,05;2,17;0,64;0,37;94,54
2021-06-16;Miércoles;Todas las u.adquisición;745458,951;94,57;0,05;3,04;0,6;0,39;98,64
2021-06-16;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;745458,951;94,57;0,05;3,04;0,6;;98,25
2021-06-16;Miércoles;Demanda agregada;713413,562;94,51;0,05;3,2;0,73;0,4;98,89
2021-06-16;Miércoles;Comercializadores de último recurso;62244,785;94,67;0,01;3,21;0,61;0,75;99,25
2021-06-16;Miércoles;Comercializadores libres;629850,122;94,49;0,04;3,2;0,74;0,38;98,84
2021-06-16;Miércoles;Comercializadores libres+consumidor directo en mercado;651168,777;94,49;0,05;3,2;0,75;0,37;98,86
2021-06-16;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;651168,777;94,49;0,05;3,2;0,75;0,37;98,86
2021-06-17;Jueves;Todas las u.adquisición;717577,135;92,86;-0,02;1,44;0,24;0,39;94,9
2021-06-17;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;717577,135;92,86;-0,02;1,44;0,24;;94,51
2021-06-17;Jueves;Demanda agregada;690531,815;92,87;-0,03;1,49;0,25;0,4;94,98
2021-06-17;Jueves;Comercializadores de último recurso;59562,795;92,94;0,0;1,49;0,21;0,75;95,39
2021-06-17;Jueves;Comercializadores libres;610814,091;92,86;-0,03;1,49;0,24;0,37;94,94
2021-06-17;Jueves;Comercializadores libres+consumidor directo en mercado;630969,02;92,86;-0,03;1,49;0,25;0,37;94,95
2021-06-17;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;630969,02;92,86;-0,03;1,49;0,25;0,37;94,95
2021-06-18;Viernes;Todas las u.adquisición;704530,553;92,83;-0,04;0,85;0,25;0,39;94,28
2021-06-18;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;704530,553;92,83;-0,04;0,85;0,25;;93,9
2021-06-18;Viernes;Demanda agregada;679305,754;92,82;-0,04;0,88;0,27;0,4;94,34
2021-06-18;Viernes;Comercializadores de último recurso;58245,924;92,82;-0,01;0,88;0,15;0,75;94,59
2021-06-18;Viernes;Comercializadores libres;601073,698;92,83;-0,04;0,88;0,27;0,37;94,31
2021-06-18;Viernes;Comercializadores libres+consumidor directo en mercado;621059,83;92,82;-0,04;0,88;0,29;0,37;94,32
2021-06-18;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;621059,83;92,82;-0,04;0,88;0,29;0,37;94,32
2021-06-19;Sábado;Todas las u.adquisición;644874,155;86,89;0,0;1,59;0,42;;88,89
2021-06-19;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;644874,155;86,89;0,0;1,59;0,42;;88,89
2021-06-19;Sábado;Demanda agregada;607527,394;87,08;0,01;1,72;0,46;;89,27
2021-06-19;Sábado;Comercializadores de último recurso;59689,186;86,72;0,0;1,68;0,41;;88,81
2021-06-19;Sábado;Comercializadores libres;528331,058;87,12;0,0;1,72;0,45;;89,29
2021-06-19;Sábado;Comercializadores libres+consumidor directo en mercado;547838,208;87,12;0,01;1,72;0,47;;89,32
2021-06-19;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;548072,064;87,12;0,01;1,72;0,47;;89,32
2021-06-20;Domingo;Todas las u.adquisición;668514,911;51,15;0,02;2,83;1,53;;55,53
2021-06-20;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;668514,911;51,15;0,02;2,83;1,53;;55,53
2021-06-20;Domingo;Demanda agregada;557714,008;52,53;0,02;3,41;2,14;;58,1
2021-06-20;Domingo;Comercializadores de último recurso;60199,989;52,09;0,03;3,33;1,98;;57,43
2021-06-20;Domingo;Comercializadores libres;480368,314;52,57;0,02;3,42;2,11;;58,12
2021-06-20;Domingo;Comercializadores libres+consumidor directo en mercado;497514,019;52,58;0,02;3,42;2,16;;58,18
2021-06-20;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;497803,207;52,58;0,02;3,42;2,16;;58,18
2021-06-21;Lunes;Todas las u.adquisición;707692,681;83,32;-0,04;2,05;0,56;0,38;86,27
2021-06-21;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;707692,681;83,32;-0,04;2,05;0,56;;85,89
2021-06-21;Lunes;Demanda agregada;654607,172;83,75;-0,05;2,22;0,62;0,41;86,94
2021-06-21;Lunes;Comercializadores de último recurso;57238,661;84,08;0,0;2,16;0,46;0,76;87,46
2021-06-21;Lunes;Comercializadores libres;578434,015;83,74;-0,05;2,22;0,62;0,38;86,9
2021-06-21;Lunes;Comercializadores libres+consumidor directo en mercado;597368,511;83,72;-0,05;2,22;0,63;0,37;86,89
2021-06-21;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;603656,284;83,75;-0,05;2,2;0,63;0,37;86,91
2021-06-22;Martes;Todas las u.adquisición;692870,567;89,63;0,01;1,21;0,38;0,39;91,63
2021-06-22;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;692870,567;89,63;0,01;1,21;0,38;;91,24
2021-06-22;Martes;Demanda agregada;669373,5;89,64;0,01;1,26;0,42;0,4;91,72
2021-06-22;Martes;Comercializadores de último recurso;57336,741;89,6;0,02;1,23;0,29;0,76;91,9
2021-06-22;Martes;Comercializadores libres;593259,386;89,64;0,01;1,26;0,42;0,37;91,71
2021-06-22;Martes;Comercializadores libres+consumidor directo en mercado;612036,759;89,64;0,01;1,26;0,43;0,37;91,71
2021-06-22;Martes;Comercializadores libres+consumidor directo en mercado+exportación;613042,706;89,64;0,01;1,26;0,43;0,37;91,71
2021-06-23;Miércoles;Todas las u.adquisición;708249,54;90,18;-0,05;2,4;0,39;0,37;93,29
2021-06-23;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;708249,54;90,18;-0,05;2,4;0,39;;92,92
2021-06-23;Miércoles;Demanda agregada;660637,836;90,14;-0,05;2,6;0,66;0,4;93,75
2021-06-23;Miércoles;Comercializadores de último recurso;57147,324;90,26;-0,01;2,5;0,18;0,76;93,69
2021-06-23;Miércoles;Comercializadores libres;583305,872;90,14;-0,05;2,61;0,7;0,37;93,77
2021-06-23;Miércoles;Comercializadores libres+consumidor directo en mercado;603490,512;90,13;-0,05;2,61;0,7;0,37;93,75
2021-06-23;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;603490,512;90,13;-0,05;2,61;0,7;0,37;93,75
2021-06-24;Jueves;Todas las u.adquisición;671383,956;86,23;-0,02;1,81;0,67;0,38;89,05
2021-06-24;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;671383,956;86,23;-0,02;1,81;0,67;;88,68
2021-06-24;Jueves;Demanda agregada;628542,64;86,18;-0,02;1,93;0,78;0,4;89,27
2021-06-24;Jueves;Comercializadores de último recurso;56684,439;86,62;-0,01;1,84;0,62;0,75;89,84
2021-06-24;Jueves;Comercializadores libres;553367,677;86,16;-0,02;1,94;0,79;0,37;89,23
2021-06-24;Jueves;Comercializadores libres+consumidor directo en mercado;571858,201;86,14;-0,03;1,94;0,8;0,37;89,22
2021-06-24;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;571858,201;86,14;-0,03;1,94;0,8;0,37;89,22
2021-06-25;Viernes;Todas las u.adquisición;701838,599;86,77;-0,04;1,95;0,55;0,38;89,62
2021-06-25;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;701838,599;86,77;-0,04;1,95;0,55;;89,24
2021-06-25;Viernes;Demanda agregada;654207,67;86,84;-0,04;2,1;0,65;0,4;89,95
2021-06-25;Viernes;Comercializadores de último recurso;57713,838;87,02;0,0;2,09;0,47;0,75;90,33
2021-06-25;Viernes;Comercializadores libres;578221,455;86,83;-0,04;2,1;0,65;0,38;89,91
2021-06-25;Viernes;Comercializadores libres+consumidor directo en mercado;596493,832;86,82;-0,05;2,1;0,66;0,37;89,91
2021-06-25;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;596792,536;86,82;-0,04;2,1;0,66;0,37;89,9
2021-06-26;Sábado;Todas las u.adquisición;687022,584;82,97;-0,03;1,82;0,88;;85,64
2021-06-26;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;687022,584;82,97;-0,03;1,82;0,88;;85,64
2021-06-26;Sábado;Demanda agregada;612276,207;83,45;-0,03;2,14;0,87;;86,42
2021-06-26;Sábado;Comercializadores de último recurso;60517,644;82,83;-0,01;2,09;0,87;;85,78
2021-06-26;Sábado;Comercializadores libres;533215,327;83,51;-0,03;2,14;0,85;;86,48
2021-06-26;Sábado;Comercializadores libres+consumidor directo en mercado;551758,563;83,51;-0,03;2,14;0,87;;86,49
2021-06-26;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;551758,563;83,51;-0,03;2,14;0,87;;86,49
2021-06-27;Domingo;Todas las u.adquisición;688108,593;61,7;-0,07;4,0;1,41;;67,05
2021-06-27;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;688108,593;61,7;-0,07;4,0;1,41;;67,05
2021-06-27;Domingo;Demanda agregada;570099,325;63,4;-0,05;4,83;1,83;;70,01
2021-06-27;Domingo;Comercializadores de último recurso;61315,186;62,32;-0,01;4,74;1,74;;68,8
2021-06-27;Domingo;Comercializadores libres;492469,309;63,52;-0,05;4,84;1,83;;70,14
2021-06-27;Domingo;Comercializadores libres+consumidor directo en mercado;508784,139;63,53;-0,06;4,84;1,84;;70,16
2021-06-27;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;509088,987;63,53;-0,06;4,84;1,84;;70,15
2021-06-28;Lunes;Todas las u.adquisición;723204,571;87,05;-0,06;2,34;0,95;0,38;90,65
2021-06-28;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;723204,571;87,05;-0,06;2,34;0,95;;90,27
2021-06-28;Lunes;Demanda agregada;665528,679;87,25;-0,06;2,6;1,08;0,41;91,28
2021-06-28;Lunes;Comercializadores de último recurso;59403,036;87,54;0,0;2,55;1,07;0,76;91,92
2021-06-28;Lunes;Comercializadores libres;588095,774;87,24;-0,07;2,6;1,05;0,38;91,21
2021-06-28;Lunes;Comercializadores libres+consumidor directo en mercado;606125,643;87,22;-0,07;2,6;1,08;0,38;91,22
2021-06-28;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;606125,643;87,22;-0,07;2,6;1,08;0,38;91,22
2021-06-29;Martes;Todas las u.adquisición;733937,665;93,71;-0,05;1,53;0,44;0,38;96,01
2021-06-29;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;733937,665;93,71;-0,05;1,53;0,44;;95,63
2021-06-29;Martes;Demanda agregada;686082,763;93,68;-0,05;1,64;0,5;0,4;96,17
2021-06-29;Martes;Comercializadores de último recurso;59424,619;93,62;-0,01;1,6;0,39;0,76;96,35
2021-06-29;Martes;Comercializadores libres;607792,896;93,69;-0,05;1,64;0,49;0,38;96,15
2021-06-29;Martes;Comercializadores libres+consumidor directo en mercado;626658,144;93,69;-0,06;1,64;0,51;0,37;96,16
2021-06-29;Martes;Comercializadores libres+consumidor directo en mercado+exportación;626658,144;93,69;-0,06;1,64;0,51;0,37;96,16
2021-06-30;Miércoles;Todas las u.adquisición;748470,495;94,08;-0,02;1,42;0,63;0,38;96,48
2021-06-30;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;748470,495;94,08;-0,02;1,42;0,63;;96,11
2021-06-30;Miércoles;Demanda agregada;703207,973;94,15;-0,02;1,51;0,7;0,4;96,75
2021-06-30;Miércoles;Comercializadores de último recurso;60181,843;94,13;0,01;1,5;0,82;0,75;97,22
2021-06-30;Miércoles;Comercializadores libres;622667,436;94,16;-0,03;1,51;0,68;0,37;96,69
2021-06-30;Miércoles;Comercializadores libres+consumidor directo en mercado;643026,13;94,16;-0,02;1,51;0,69;0,37;96,71
2021-06-30;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;643026,13;94,16;-0,02;1,51;0,69;0,37;96,71
2021-07-01;Jueves;Todas las u.adquisición;757128,351;92,32;0,11;2,67;0,54;0,7;96,34
2021-07-01;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;757128,351;92,32;0,11;2,67;0,54;;95,64
2021-07-01;Jueves;Demanda agregada;703545,034;92,36;0,12;2,89;0,63;0,75;96,75
2021-07-01;Jueves;Comercializadores de último recurso;61083,662;92,31;0,04;2,86;0,57;0,76;96,55
2021-07-01;Jueves;Comercializadores libres;622742,635;92,36;0,08;2,9;0,62;0,76;96,72
2021-07-01;Jueves;Comercializadores libres+consumidor directo en mercado;642461,372;92,36;0,13;2,9;0,64;0,75;96,77
2021-07-01;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;642461,372;92,36;0,13;2,9;0,64;0,75;96,77
2021-07-02;Viernes;Todas las u.adquisición;769881,743;99,57;-0,04;2,06;0,54;0,69;102,83
2021-07-02;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;769881,743;99,57;-0,04;2,06;0,54;;102,14
2021-07-02;Viernes;Demanda agregada;708560,484;99,59;-0,02;2,31;0,67;0,75;103,3
2021-07-02;Viernes;Comercializadores de último recurso;62555,391;99,4;-0,01;2,33;0,5;0,77;102,99
2021-07-02;Viernes;Comercializadores libres;626473,302;99,6;-0,02;2,31;0,67;0,76;103,32
2021-07-02;Viernes;Comercializadores libres+consumidor directo en mercado;646005,093;99,6;-0,02;2,31;0,68;0,75;103,33
2021-07-02;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;647656,093;99,6;-0,04;2,31;0,68;0,75;103,3
2021-07-03;Sábado;Todas las u.adquisición;705790,251;93,94;-0,04;2,15;0,9;;96,94
2021-07-03;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;705790,251;93,94;-0,04;2,15;0,9;;96,94
2021-07-03;Sábado;Demanda agregada;647506,065;94,07;-0,05;2,37;1,09;;97,48
2021-07-03;Sábado;Comercializadores de último recurso;64732,358;93,95;-0,01;2,35;1,26;;97,55
2021-07-03;Sábado;Comercializadores libres;563431,073;94,08;-0,05;2,37;1,05;;97,45
2021-07-03;Sábado;Comercializadores libres+consumidor directo en mercado;582773,707;94,08;-0,05;2,37;1,07;;97,47
2021-07-03;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;584535,439;94,08;-0,04;2,37;1,06;;97,47
2021-07-04;Domingo;Todas las u.adquisición;706246,936;79,19;0,06;2,02;1,18;;82,45
2021-07-04;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;706246,936;79,19;0,06;2,02;1,18;;82,45
2021-07-04;Domingo;Demanda agregada;607598,17;79,81;0,06;2,39;1,45;;83,72
2021-07-04;Domingo;Comercializadores de último recurso;66834,328;80,23;0,01;2,28;1,62;;84,13
2021-07-04;Domingo;Comercializadores libres;522142,513;79,77;0,07;2,4;1,4;;83,64
2021-07-04;Domingo;Comercializadores libres+consumidor directo en mercado;540763,842;79,76;0,07;2,4;1,43;;83,67
2021-07-04;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;541043,634;79,76;0,07;2,4;1,43;;83,67
2021-07-05;Lunes;Todas las u.adquisición;781598,11;93,56;-0,03;2,3;0,68;0,7;97,22
2021-07-05;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;781598,11;93,56;-0,03;2,3;0,68;;96,51
2021-07-05;Lunes;Demanda agregada;714285,286;93,78;-0,03;2,52;0,83;0,77;97,86
2021-07-05;Lunes;Comercializadores de último recurso;66670,534;93,6;0,0;2,54;0,98;0,77;97,88
2021-07-05;Lunes;Comercializadores libres;627984,097;93,8;-0,03;2,51;0,77;0,78;97,83
2021-07-05;Lunes;Comercializadores libres+consumidor directo en mercado;647614,752;93,79;-0,03;2,51;0,81;0,77;97,86
2021-07-05;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;648173,925;93,79;-0,03;2,51;0,81;0,77;97,86
2021-07-06;Martes;Todas las u.adquisición;783623,248;93,48;-0,03;1,83;1,05;0,69;97,03
2021-07-06;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;783623,248;93,48;-0,03;1,83;1,05;;96,34
2021-07-06;Martes;Demanda agregada;722293,853;93,53;-0,03;1,99;1,24;0,75;97,47
2021-07-06;Martes;Comercializadores de último recurso;66572,273;93,74;-0,04;1,98;1,19;0,76;97,65
2021-07-06;Martes;Comercializadores libres;636147,638;93,51;-0,04;1,99;1,21;0,76;97,43
2021-07-06;Martes;Comercializadores libres+consumidor directo en mercado;655721,58;93,51;-0,03;1,99;1,24;0,75;97,46
2021-07-06;Martes;Comercializadores libres+consumidor directo en mercado+exportación;655721,58;93,51;-0,03;1,99;1,24;0,75;97,46
2021-07-07;Miércoles;Todas las u.adquisición;749681,112;98,97;-0,08;2,72;0,34;0,7;102,65
2021-07-07;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;749681,112;98,97;-0,08;2,72;0,34;;101,95
2021-07-07;Miércoles;Demanda agregada;704281,573;98,9;-0,07;2,9;0,45;0,74;102,91
2021-07-07;Miércoles;Comercializadores de último recurso;63223,881;99,05;-0,03;2,9;0,37;0,75;103,04
2021-07-07;Miércoles;Comercializadores libres;621154,127;98,89;-0,07;2,9;0,45;0,75;102,91
2021-07-07;Miércoles;Comercializadores libres+consumidor directo en mercado;641057,692;98,88;-0,08;2,89;0,45;0,74;102,9
2021-07-07;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;641057,692;98,88;-0,08;2,89;0,45;0,74;102,9
2021-07-08;Jueves;Todas las u.adquisición;751034,531;94,38;-0,01;1,63;0,25;0,69;96,95
2021-07-08;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;751034,531;94,38;-0,01;1,63;0,25;;96,25
2021-07-08;Jueves;Demanda agregada;699019,429;94,25;-0,01;1,78;0,51;0,75;97,27
2021-07-08;Jueves;Comercializadores de último recurso;62005,385;94,54;0,01;1,74;0,45;0,75;97,49
2021-07-08;Jueves;Comercializadores libres;616683,141;94,24;-0,02;1,78;0,5;0,75;97,26
2021-07-08;Jueves;Comercializadores libres+consumidor directo en mercado;637014,044;94,22;-0,01;1,78;0,52;0,75;97,25
2021-07-08;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;637014,044;94,22;-0,01;1,78;0,52;0,75;97,25
2021-07-09;Viernes;Todas las u.adquisición;748762,022;93,61;-0,07;0,79;0,5;0,71;95,54
2021-07-09;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;748762,022;93,61;-0,07;0,79;0,5;;94,83
2021-07-09;Viernes;Demanda agregada;705759,66;93,63;-0,05;0,84;0,55;0,75;95,73
2021-07-09;Viernes;Comercializadores de último recurso;63038,544;93,5;-0,02;0,82;0,56;0,76;95,62
2021-07-09;Viernes;Comercializadores libres;622289,324;93,65;-0,05;0,84;0,55;0,76;95,75
2021-07-09;Viernes;Comercializadores libres+consumidor directo en mercado;642721,116;93,65;-0,05;0,85;0,55;0,75;95,74
2021-07-09;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;643121,42;93,65;-0,06;0,84;0,55;0,75;95,74
2021-07-10;Sábado;Todas las u.adquisición;699289,125;90,12;0,04;1,67;1,15;;92,96
2021-07-10;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;699289,125;90,12;0,04;1,67;1,15;;92,96
2021-07-10;Sábado;Demanda agregada;656350,687;90,27;-0,01;1,78;1,13;;93,16
2021-07-10;Sábado;Comercializadores de último recurso;67384,168;90,17;0,0;1,87;1,02;;93,06
2021-07-10;Sábado;Comercializadores libres;569278,757;90,27;-0,01;1,77;1,13;;93,16
2021-07-10;Sábado;Comercializadores libres+consumidor directo en mercado;588966,519;90,28;-0,01;1,77;1,14;;93,17
2021-07-10;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;595002,495;90,27;0,04;1,75;1,13;;93,19
2021-07-11;Domingo;Todas las u.adquisición;687275,812;89,71;-0,07;2,32;1,32;;93,28
2021-07-11;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;687275,812;89,71;-0,07;2,32;1,32;;93,28
2021-07-11;Domingo;Demanda agregada;621956,99;90,3;-0,05;2,56;1,29;;94,1
2021-07-11;Domingo;Comercializadores de último recurso;72187,672;89,73;-0,01;2,6;1,29;;93,6
2021-07-11;Domingo;Comercializadores libres;531969,161;90,36;-0,06;2,56;1,28;;94,15
2021-07-11;Domingo;Comercializadores libres+consumidor directo en mercado;549769,318;90,38;-0,06;2,56;1,29;;94,17
2021-07-11;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;560159,512;90,38;-0,08;2,51;1,27;;94,08
2021-07-12;Lunes;Todas las u.adquisición;803512,247;86,6;-0,01;3,36;1,12;0,68;91,74
2021-07-12;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;803512,247;86,6;-0,01;3,36;1,12;;91,06
2021-07-12;Lunes;Demanda agregada;716011,758;86,9;-0,03;3,77;1,31;0,76;92,72
2021-07-12;Lunes;Comercializadores de último recurso;68400,768;86,67;0,0;3,79;1,29;0,75;92,51
2021-07-12;Lunes;Comercializadores libres;627773,066;86,93;-0,03;3,77;1,31;0,77;92,75
2021-07-12;Lunes;Comercializadores libres+consumidor directo en mercado;647610,99;86,92;-0,03;3,77;1,32;0,76;92,74
2021-07-12;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;660269,492;86,93;-0,01;3,7;1,29;0,75;92,66
2021-07-13;Martes;Todas las u.adquisición;760628,656;94,89;-0,02;3,76;0,46;0,68;99,77
2021-07-13;Martes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;760628,656;94,89;-0,02;3,76;0,46;;99,09
2021-07-13;Martes;Demanda agregada;694954,001;94,79;-0,03;4,12;0,72;0,74;100,34
2021-07-13;Martes;Comercializadores de último recurso;62286,493;94,71;0,0;4,24;0,97;0,75;100,67
2021-07-13;Martes;Comercializadores libres;612400,284;94,81;-0,03;4,11;0,68;0,75;100,32
2021-07-13;Martes;Comercializadores libres+consumidor directo en mercado;632667,508;94,8;-0,03;4,1;0,69;0,74;100,31
2021-07-13;Martes;Comercializadores libres+consumidor directo en mercado+exportación;647769,202;94,8;-0,02;4,01;0,68;0,72;100,19
2021-07-14;Miércoles;Todas las u.adquisición;775803,137;84,17;-0,03;3,5;1,08;0,67;89,38
2021-07-14;Miércoles;Todas las u.adquisición sin garantía de potencia/pagos capacidad;775803,137;84,17;-0,03;3,5;1,08;;88,71
2021-07-14;Miércoles;Demanda agregada;698273,086;84,32;-0,03;4,02;1,24;0,74;90,3
2021-07-14;Miércoles;Comercializadores de último recurso;61944,83;84,14;-0,01;4,09;1,18;0,76;90,15
2021-07-14;Miércoles;Comercializadores libres;616373,398;84,34;-0,04;4,01;1,23;0,75;90,29
2021-07-14;Miércoles;Comercializadores libres+consumidor directo en mercado;636328,256;84,34;-0,03;4,01;1,25;0,74;90,31
2021-07-14;Miércoles;Comercializadores libres+consumidor directo en mercado+exportación;640330,576;84,37;-0,04;3,99;1,24;0,74;90,3
2021-07-15;Jueves;Todas las u.adquisición;781424,186;88,11;-0,02;1,54;0,34;0,67;90,65
2021-07-15;Jueves;Todas las u.adquisición sin garantía de potencia/pagos capacidad;781424,186;88,11;-0,02;1,54;0,34;;89,98
2021-07-15;Jueves;Demanda agregada;705183,605;88,15;-0,02;1,71;0,47;0,75;91,05
2021-07-15;Jueves;Comercializadores de último recurso;62466,0;88,84;0,01;1,69;0,43;0,76;91,72
2021-07-15;Jueves;Comercializadores libres;622399,909;88,11;-0,02;1,71;0,46;0,75;91,0
2021-07-15;Jueves;Comercializadores libres+consumidor directo en mercado;642717,605;88,08;-0,02;1,71;0,47;0,74;90,99
2021-07-15;Jueves;Comercializadores libres+consumidor directo en mercado+exportación;643117,909;88,08;-0,02;1,71;0,47;0,74;90,99
2021-07-16;Viernes;Todas las u.adquisición;775060,984;87,66;-0,01;2,21;0,65;0,69;91,21
2021-07-16;Viernes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;775060,984;87,66;-0,01;2,21;0,65;;90,52
2021-07-16;Viernes;Demanda agregada;711951,356;87,83;-0,01;2,41;0,75;0,75;91,73
2021-07-16;Viernes;Comercializadores de último recurso;64437,363;87,9;0,0;2,49;0,61;0,76;91,76
2021-07-16;Viernes;Comercializadores libres;627864,029;87,84;-0,01;2,4;0,74;0,75;91,73
2021-07-16;Viernes;Comercializadores libres+consumidor directo en mercado;647513,993;87,82;-0,01;2,4;0,76;0,75;91,72
2021-07-16;Viernes;Comercializadores libres+consumidor directo en mercado+exportación;647914,297;87,82;0,0;2,4;0,76;0,75;91,72
2021-07-17;Sábado;Todas las u.adquisición;708846,156;91,12;-0,07;1,67;0,95;;93,66
2021-07-17;Sábado;Todas las u.adquisición sin garantía de potencia/pagos capacidad;708846,156;91,12;-0,07;1,67;0,95;;93,66
2021-07-17;Sábado;Demanda agregada;660911,275;91,18;-0,06;1,8;1,02;;93,94
2021-07-17;Sábado;Comercializadores de último recurso;68145,837;91,55;0,0;1,82;1,01;;94,37
2021-07-17;Sábado;Comercializadores libres;573054,269;91,15;-0,07;1,79;1,02;;93,89
2021-07-17;Sábado;Comercializadores libres+consumidor directo en mercado;592765,438;91,14;-0,07;1,79;1,02;;93,89
2021-07-17;Sábado;Comercializadores libres+consumidor directo en mercado+exportación;593402,179;91,14;-0,07;1,79;1,02;;93,89
2021-07-18;Domingo;Todas las u.adquisición;709396,971;72,83;-0,05;2,65;1,24;;76,68
2021-07-18;Domingo;Todas las u.adquisición sin garantía de potencia/pagos capacidad;709396,971;72,83;-0,05;2,65;1,24;;76,68
2021-07-18;Domingo;Demanda agregada;616067,909;73,71;-0,07;3,1;1,3;;78,04
2021-07-18;Domingo;Comercializadores de último recurso;69942,529;73,01;0,0;3,08;1,16;;77,25
2021-07-18;Domingo;Comercializadores libres;527772,051;73,8;-0,08;3,1;1,3;;78,12
2021-07-18;Domingo;Comercializadores libres+consumidor directo en mercado;546125,38;73,8;-0,08;3,1;1,31;;78,14
2021-07-18;Domingo;Comercializadores libres+consumidor directo en mercado+exportación;546426,052;73,8;-0,08;3,1;1,31;;78,14
2021-07-19;Lunes;Todas las u.adquisición;759682,531;99,1;-0,03;1,55;0,33;0,73;101,68
2021-07-19;Lunes;Todas las u.adquisición sin garantía de potencia/pagos capacidad;759682,531;99,1;-0,03;1,55;0,33;;100,95
2021-07-19;Lunes;Demanda agregada;723747,372;99,16;-0,03;1,62;0,41;0,77;101,93
2021-07-19;Lunes;Comercializadores de último recurso;68543,073;99,38;0,0;1,69;0,61;0,76;102,45
2021-07-19;Lunes;Comercializadores libres;635588,572;99,14;-0,03;1,61;0,37;0,78;101,88
2021-07-19;Lunes;Comercializadores libres+consumidor directo en mercado;655204,299;99,14;-0,03;1,62;0,39;0,77;101,88
2021-07-19;Lunes;Comercializadores libres+consumidor directo en mercado+exportación;655368,207;99,14;-0,03;1,62;0,39;0,77;101,88
2021-07-20;Martes;Todas las u.adquisición;757237,012;101,97;0,02;1,05;0,23;0,74;104,0
